TankNum,Month,Day ,Year,ExptDay,Chl,pH,Temp,NH4,NO3,Snail,Disturbed,new_nh4,Observer,Notes,entered_by,checked_by
115,February,19,2019,16,5.108,9,21.2,,,2,,,,,A.P,JW
115,February,20,2019,17,0.536,9.1,20.1,1.21,,2,,,,,A.P,JW
115,February,21,2019,18,7.533,9,20,,,2,,,,,A.P,JW
115,February,22,2019,19,2.039,9.1,18.5,1.37,,2,,,,,A.P,JW
115,February,23,2019,20,2.309,,,,,,,,,,A.P,JW
115,February,24,2019,21,1.438,,,,,3,,,,,A.P,JW
115,February,25,2019,22,-0.317,9.3,19.3,2.19,,,,,,,A.P,JW
115,February,26,2019,23,0.012,9.5,20.7,,,,,,,,A.P,JW
115,February,27,2019,24,1.287,9.5,16.5,,,2,,,,,A.P,JW
115,February,28,2019,25,1.193,9.1,19.9,1.73,,,,,,,A.P,JW
115,March,1,2019,26,2.143,9.5,20.8,,,2,,,,,A.P,JW
115,March,2,2019,27,5.513,9.8,20.1,,,2,,,,,A.P,JW
115,March,3,2019,28,1.706,96,22.3,2.86,,2,,,,,A.P,JW
115,March,4,2019,29,-0.121,,,,,,,,,,A.P,JW
115,March,5,2019,30,3.376,9.6,17.7,,,2,,,,,A.P,JW
115,March,6,2019,31,0.942,9.4,17.2,2.26,,1,,,,,A.P,JW
115,March,7,2019,32,5.619,9.1,19.1,,,,,,,,A.P,JW
115,March,8,2019,33,3.465,9.2,19.3,,,1,,,,,A.P,JW
115,March,9,2019,34,0.777,9.3,22.5,2.6,,,,,,Filter for cop,A.P,JW
115,March,10,2019,35,20.93,9.7,16.8,,,,,,,,A.P,JW
115,March,11,2019,36,1.545,,,,,1,,,,,A.P,JW
115,March,12,2019,37,9.899,9.7,18.2,3.66,,1,,,,,A.P,JW
115,March,13,2019,38,5.578,9.1,17.1,,,1,,,,,A.P,JW
115,March,14,2019,39,11.74,9.3,20.5,5.51,,1,,,,,A.P,JW
116,February,4,2019,1,14.48,8.5,21.7,0.73,,4,,,,add 500 2x,JW,
116,February,5,2019,2,7.236,9.3,20.3,,,4,,,,,A.P,JW
116,February,6,2019,3,69.45,9.1,16.9,1.04,,4,,,,,A.P,JW
116,February,7,2019,4,95.35,9.5,18.5,,,5,,,,,A.P,JW
116,February,8,2019,5,101.1,9.4,18.4,1.28,,5,,,,one snail from(?) 120,A.P,JW
116,February,9,2019,6,458.9,9.5,19.1,,,4,,,,,A.P,JW
116,February,10,2019,7,736.9,9.6,19.8,1.48,,3,,,,,A.P,JW
116,February,11,2019,8,,9.2,18.2,,,,,,,,A.P,JW
116,February,12,2019,9,,9.2,15.6,1.49,,3,,,,,A.P,JW
116,February,13,2019,10,4.728,9,19.1,,,3,,,,,A.P,JW
116,February,14,2019,11,0.755,8.9,20,2.49,,,,,,,A.P,JW
116,February,15,2019,12,3.592,8.9,20,,,3,,,,,A.P,JW
116,February,16,2019,13,3.14,8.7,19.3,2.62,,3,,,,,A.P,JW
116,February,17,2019,14,0.126,8.8,18.8,,,3,,,,,A.P,JW
116,February,18,2019,15,0.265,8.8,21,,,3,,,,,A.P,JW
116,February,19,2019,16,-0.3,8.7,21.2,,,3,,,,,A.P,JW
116,February,20,2019,17,-0.349,8.7,20.4,1.35,,3,,,,,A.P,JW
116,February,21,2019,18,-0.45,8.7,20.1,,,3,,,,,A.P,JW
116,February,22,2019,19,-0.095,8.5,18.6,1.76,,3,x,5.24,,,A.P,JW
116,February,23,2019,20,-0.615,,,,,,,,,,A.P,JW
116,February,24,2019,21,-0.373,,,,,3,,,,,A.P,JW
116,February,25,2019,22,-0.53,9.2,19.6,5,,,,,,,A.P,JW
116,February,26,2019,23,-0.602,9.4,20.9,,,,,,,,A.P,JW
116,February,27,2019,24,0.491,9.4,16.7,,,3,,,,,A.P,JW
116,February,28,2019,25,11.62,90,19.8,7.58,,,,,,,A.P,JW
116,March,1,2019,26,0.639,9.5,20.8,,,2,,,,,A.P,JW
116,March,2,2019,27,3.141,9.5,20.8,,,2,,,,,A.P,JW
116,March,3,2019,28,0.198,9.8,22.6,3.72,,2,,,,,A.P,JW
116,March,4,2019,29,-0.465,,,,,,,,,,A.P,JW
116,March,5,2019,30,0.078,10.2,18.2,,,1,,,,,A.P,JW
116,March,6,2019,31,-0.023,10.1,17.1,2.6,,1,,,,,A.P,JW
116,March,7,2019,32,2.075,9.3,18.4,,,,,,,,A.P,JW
116,March,8,2019,33,1.109,9.7,18.8,,,1,,,,,A.P,JW
116,March,9,2019,34,-0.659,9.7,21.7,3.44,,,,,,,A.P,JW
116,March,10,2019,35,2.823,10.1,17.5,,,,,,,,A.P,JW
116,March,11,2019,36,-0.503,,,,,0,,,,,A.P,JW
116,March,12,2019,37,4.62,10,18.8,3.47,,0,,,,,A.P,JW
116,March,13,2019,38,2.618,9.2,17.6,,,1,,,,,A.P,JW
116,March,14,2019,39,3.866,9.2,20.7,3.34,,1,,,,,A.P,JW
117,February,4,2019,1,,8.6,21.8,0.74,,,,,,add 500 2x,JW,
117,February,5,2019,2,7.088,9.2,20.4,,,,,,,,A.P,JW
117,February,6,2019,3,82.15,9.1,16.9,1.05,,,,,,,A.P,JW
117,February,7,2019,4,123,9.6,18.6,,,,,,,,A.P,JW
117,February,8,2019,5,145.1,9.4,18.4,1.43,,,,,,,A.P,JW
117,February,9,2019,6,346.3,9.6,19,,,,,,JH,,A.P,JW
117,February,10,2019,7,416,9.7,19.8,1.58,,,,,,,A.P,JW
117,February,11,2019,8,,9.2,18.2,,,,,,,,A.P,JW
117,February,12,2019,9,,9.2,15.6,1.55,,,,,,,A.P,JW
117,February,13,2019,10,1.83,9,19.1,,,,,,,,A.P,JW
117,February,14,2019,11,-0.096,9,19,2.75,,,,,,,A.P,JW
117,February,15,2019,12,0.551,8.9,20,,,,,,,,A.P,JW
117,February,16,2019,13,-0.103,8.7,19.2,2.87,,,,,,,A.P,JW
117,February,17,2019,14,0.092,8.8,18.9,,,,,,,,A.P,JW
117,February,18,2019,15,-0.244,8.8,21,,,,,,,,A.P,JW
117,February,19,2019,16,-0.486,8.7,21.1,,,,,,,,A.P,JW
117,February,20,2019,17,-0.354,8.7,20.3,1.41,,,,,,,A.P,JW
117,February,21,2019,18,-0.631,8.7,20.1,,,,,,,,A.P,JW
117,February,22,2019,19,-0.686,8.6,18.7,1.76,,,x,5.05,,,A.P,JW
117,February,23,2019,20,-0.142,,,,,,,,,,A.P,JW
117,February,24,2019,21,-0.333,,,,,,,,,,A.P,JW
117,February,25,2019,22,-0.676,9.4,19.6,3.27,,,,,,,A.P,JW
117,February,26,2019,23,-0.63,9.9,21,,,,,,,,A.P,JW
117,February,27,2019,24,0.854,9.8,16.7,,,,,,,,A.P,JW
117,February,28,2019,25,0.798,9.5,19.7,2.82,,,,,,,A.P,JW
117,March,1,2019,26,-0.114,10.2,21,,,,,,,,A.P,JW
117,March,2,2019,27,2.595,10.2,20.8,,,,,,,,A.P,JW
117,March,3,2019,28,0.542,10.5,23,2.56,,,,,,,A.P,JW
117,March,4,2019,29,0.194,,,,,,,,,,A.P,JW
117,March,5,2019,30,-0.092,10.6,18.2,,,,,,,,A.P,JW
117,March,6,2019,31,0.152,10.3,17.3,2.46,,,,,,,A.P,JW
117,March,7,2019,32,3.415,9.5,18.9,,,,,,,,A.P,JW
117,March,8,2019,33,-0.063,9.9,18.9,,,,,,,,A.P,JW
117,March,9,2019,34,-0.435,9.9,22,3.32,,,,,,,A.P,JW
117,March,10,2019,35,1.065,10.3,17.5,,,,,,,,A.P,JW
117,March,11,2019,36,-0.549,,,,,,,,,,A.P,JW
117,March,12,2019,37,4.101,10.3,19.2,3.15,,,,,,,A.P,JW
117,March,13,2019,38,0.947,9.4,17.5,,,,,,,,A.P,JW
117,March,14,2019,39,5.625,9.8,20.7,3.23,,,,,,,A.P,JW
118,February,4,2019,1,6.368,9.3,20.5,1,,,,,,,A.P,JW
118,February,5,2019,2,67.91,9.2,16.9,,,,,,,,A.P,JW
118,February,6,2019,3,74.63,9.7,18.9,,,,,,,,A.P,JW
118,February,7,2019,4,111.9,9.5,18.4,,,,,,,,A.P,JW
118,February,8,2019,5,65.72,9.5,17.9,1.25,,,,,,,A.P,JW
118,February,9,2019,6,386.7,9.6,18.9,,,,,,JH,,A.P,JW
118,February,10,2019,7,218.8,9.7,19.7,1.42,,,,,,,A.P,JW
118,February,11,2019,8,,9.2,18.1,,,,,,,,A.P,JW
118,February,12,2019,9,,9.3,15.5,1.5,,,,,,,A.P,JW
118,February,13,2019,10,1.327,9.1,19,,,,,,,,A.P,JW
118,February,14,2019,11,-0.123,8.9,19.9,2.42,,,,,,,A.P,JW
118,February,15,2019,12,0.534,9,19.9,,,,,,,,A.P,JW
118,February,16,2019,13,-0.067,8.7,19.1,2.57,,,,,,,A.P,JW
118,February,17,2019,14,-0.03,8.9,18.7,,,,,,,,A.P,JW
118,February,18,2019,15,-0.404,8.9,21,,,,,,,,A.P,JW
118,February,19,2019,16,-0.266,8.7,21,,,,,,,,A.P,JW
118,February,20,2019,17,-0.399,8.8,20.2,1.26,,,,,,,A.P,JW
118,February,21,2019,18,-0.483,8.8,20,,,,,,,,A.P,JW
118,February,22,2019,19,0.522,8.7,18.6,1.65,,,,,,,A.P,JW
118,February,23,2019,20,0.626,,,,,,,,,,A.P,JW
118,February,24,2019,21,-0.321,,,,,,,,,,A.P,JW
118,February,25,2019,22,-0.464,9.6,19.7,2.92,,,,,,,A.P,JW
118,February,26,2019,23,-0.405,10.1,21,,,,,,,,A.P,JW
118,February,27,2019,24,0.188,10.1,16.8,,,,,,,,A.P,JW
118,February,28,2019,25,0.677,9.7,19.7,2.3,,,,,,,A.P,JW
118,March,1,2019,26,0.254,10.5,21,,,,,,,,A.P,JW
118,March,2,2019,27,1.216,10.4,20.7,,,,,,,,A.P,JW
118,March,3,2019,28,0.153,10.6,22.9,2.61,,,,,,,A.P,JW
118,March,4,2019,29,0.276,,,,,,,,,,A.P,JW
118,March,5,2019,30,0.226,10.7,18.3,,,,,,,,A.P,JW
118,March,6,2019,31,0.392,10.4,17.2,2.34,,,,,,,A.P,JW
118,March,7,2019,32,0.523,9.8,18.5,,,,,,,,A.P,JW
118,March,8,2019,33,-0.018,9.9,19,,,,,,,,A.P,JW
118,March,9,2019,34,-0.435,10.1,22.4,3.01,,,,,,,A.P,JW
118,March,10,2019,35,1.735,10.5,17.3,,,,,,,,A.P,JW
118,March,11,2019,36,-0.194,,,,,,,,,,A.P,JW
118,March,12,2019,37,3.881,10.4,18.9,3.14,,,,,,,A.P,JW
118,March,13,2019,38,0.725,9.8,18.5,,,,,,,,A.P,JW
118,March,14,2019,39,3.951,10.1,20.6,3.17,,,,,,,A.P,JW
119,February,4,2019,1,6.077,9.2,20.4,1.19,,,,,,,A.P,JW
119,February,5,2019,2,80.14,9.1,16.9,,,,,,,,A.P,JW
119,February,6,2019,3,94.38,9.7,18.3,,,,,,,,A.P,JW
119,February,7,2019,4,139.5,9.5,18.3,,,,,,,,A.P,JW
119,February,8,2019,5,87.54,9.6,17.6,1.56,,,,,,,A.P,JW
119,February,9,2019,6,561.1,9.6,18.9,,,,,,JH,,A.P,JW
119,February,10,2019,7,1080,9.7,19.6,1.68,,,,,,,A.P,JW
119,February,11,2019,8,,9.2,18,,,,,,,,A.P,JW
119,February,12,2019,9,,9.3,15.5,1.6,,,,,,,A.P,JW
119,February,13,2019,10,2.327,9.2,18.9,,,,,,,,A.P,JW
119,February,14,2019,11,0.756,9,19.8,3.43,,,,,,,A.P,JW
119,February,15,2019,12,3.937,9.3,19.9,,,,,,,,A.P,JW
119,February,16,2019,13,5.231,9,19.1,2.77,,,,,,,A.P,JW
119,February,17,2019,14,1.723,9.3,18.7,,,,,,,,A.P,JW
119,February,18,2019,15,0.247,9.2,20.9,,,,,,,,A.P,JW
119,February,19,2019,16,1.604,9,20.9,,,,,,,,A.P,JW
119,February,20,2019,17,2.079,9.1,20.1,1.5,,,,,,,A.P,JW
119,February,21,2019,18,0.516,9,20,,,,,,,,A.P,JW
119,February,22,2019,19,-0.092,8.6,18.5,2.2,,,,,,,A.P,JW
119,February,23,2019,20,1.932,,,,,,,,,,A.P,JW
119,February,24,2019,21,3.734,,,,,,,,,,A.P,JW
119,February,25,2019,22,4.088,9.9,19.8,3.54,,,,,,,A.P,JW
119,February,26,2019,23,10.12,10.4,21,,,,,,,,A.P,JW
119,February,27,2019,24,39.94,10.4,16.8,,,,,,,,A.P,JW
119,February,28,2019,25,16.87,9.8,19.8,,,,,,,,A.P,JW
119,March,1,2019,26,18.74,10.6,20.9,,,,,,,,A.P,JW
119,March,2,2019,27,130.34,10.5,20.7,,,,,,,,A.P,JW
119,March,3,2019,28,37.02,10.7,22.7,5.04,,,,,,,A.P,JW
119,March,4,2019,29,48.97,,,,,,,,,,A.P,JW
119,March,5,2019,30,62.44,10.8,18.2,,,,,,,,A.P,JW
119,March,6,2019,31,49.85,10.6,17.3,3.14,,,,,,,A.P,JW
119,March,7,2019,32,51,10,19,,,,,,,,A.P,JW
119,March,8,2019,33,75.37,10.7,19.3,,,,,,,,A.P,JW
119,March,9,2019,34,6.591,10.4,22.7,3.36,,,,,,,A.P,JW
119,March,10,2019,35,42.37,10.6,17.1,,,,,,,,A.P,JW
119,March,11,2019,36,4.242,,,,,,,,,added 150ml of water ,A.P,JW
119,March,12,2019,37,75.17,10.5,18.6,3.1,,,,,,,A.P,JW
119,March,13,2019,38,58.48,9.7,17.1,,,,,,,,A.P,JW
119,March,14,2019,39,81.2,10.8,20.4,2.84,,,,,,,A.P,JW
120,February,8,2019,1,15.83,8.1,20.2,,,,,,,started late because originally wrong treatment,A.P,JW
120,February,9,2019,2,19.81,8.9,18.8,7.26,,,,,JH,,A.P,JW
120,February,10,2019,3,-105.1,9,19.3,,,,,,,,A.P,JW
120,February,11,2019,4,,8.9,18,7.51,,,,,,,A.P,JW
120,February,12,2019,5,,9.1,15.5,,,,,,,,A.P,JW
120,February,13,2019,6,2.436,9.1,18.7,7.92,,,,,,,A.P,JW
120,February,14,2019,7,3.813,9.2,19.8,,,,,,,,A.P,JW
120,February,15,2019,8,6.625,9.2,19.8,9.22,,,,,,,A.P,JW
120,February,16,2019,9,6.217,9.5,19.3,,,,,,,,A.P,JW
120,February,17,2019,10,3.605,9.6,18.4,11.33,,,,,,,A.P,JW
120,February,18,2019,11,1.006,9.5,20.9,,,,,,,,A.P,JW
120,February,19,2019,12,4.109,9.3,21,,,,,,,,A.P,JW
120,February,20,2019,13,6.072,9.2,19.9,,,,,,,,A.P,JW
120,February,21,2019,14,3.253,9.1,19.9,6.69,,,,,,,A.P,JW
120,February,22,2019,15,2.928,9.1,18.4,,,,,,,,A.P,JW
120,February,23,2019,16,1.051,,,,,,,,,,A.P,JW
120,February,24,2019,17,0.445,9.1,21.6,7.58,,,,,,,A.P,JW
120,February,25,2019,18,-0.264,9.4,19.4,,,,,,,,A.P,JW
120,February,26,2019,19,0.175,9.6,20.9,,,,,,,,A.P,JW
120,February,27,2019,20,1.442,9.7,16.6,8.74,,,,,,,A.P,JW
120,February,28,2019,21,2.062,9.4,19.8,,,,,,,,A.P,JW
120,March,1,2019,22,0.056,10,20.8,,,,,,,,A.P,JW
120,March,2,2019,23,5.647,10,20.3,8.27,,,,,,,A.P,JW
120,March,3,2019,24,0.081,10.5,22.5,,,,,,,,A.P,JW
120,March,4,2019,25,-0.213,,,,,,,,,,A.P,JW
120,March,5,2019,26,0.668,10.6,17.9,10.6,,,,,,,A.P,JW
120,March,6,2019,27,-0.182,10.5,17.6,,,,,,,,A.P,JW
120,March,7,2019,28,6.85,9.9,19.4,,,,,,,,A.P,JW
120,March,8,2019,29,0.434,10.1,19.4,7.75,,,,,,,A.P,JW
120,March,9,2019,30,0.029,10.3,22.7,,,,,,,,A.P,JW
120,March,10,2019,31,6.423,10.6,17,,,,,,,,A.P,JW
120,March,11,2019,32,0.042,,,12.47,,,,,,,A.P,JW
120,March,12,2019,33,1.36,10.7,18.6,,,,,,,,A.P,JW
120,March,13,2019,34,1.512,9.8,17.7,,,,,,,,A.P,JW
120,March,14,2019,35,8.512,10.5,20.5,,,,,,,,A.P,JW
120,March,15,2019,36,3.749,9.2,16.9,10.49,,,,,,,A.P,JW
121,February,5,2019,1,15.86,8.9,20.4,5.7,,4,,,,add 20ml algae,A.P,JW
121,February,6,2019,2,76.98,8.9,17.3,,,4,,,,,A.P,JW
121,February,7,2019,3,76.69,9.4,18.5,3.35,,3,,,,,A.P,JW
121,February,8,2019,4,127.8,9.3,18.9,,,3,,,,,A.P,JW
121,February,9,2019,5,431.9,9.7,19.1,7.78,,4,,,JH,,A.P,JW
121,February,10,2019,6,793.8,9.9,19.9,,,4,,,,,A.P,JW
121,February,11,2019,7,,9.4,18.5,9.05,,,,,,,A.P,JW
121,February,12,2019,8,,9.4,16,,,4,,,,,A.P,JW
121,February,13,2019,9,7.181,9.3,19.2,9.55,,3,,,,,A.P,JW
121,February,14,2019,10,12.69,9.3,20,,,,,,,,A.P,JW
121,February,15,2019,11,3.896,9.3,20.1,10.31,,2,,,,,A.P,JW
121,February,16,2019,12,11.15,9.2,19.4,,,2,,,,,A.P,JW
121,February,17,2019,13,5.775,9.2,19.1,13.07,,3,,,,,A.P,JW
121,February,18,2019,14,1.859,9.1,20.8,,,3,,,,,A.P,JW
121,February,19,2019,15,2.046,8.9,21.2,,,3,,,,,A.P,JW
121,February,20,2019,16,5.423,8.8,20.4,,,2,,,,,A.P,JW
121,February,21,2019,17,2.067,8.7,20,8.65,,2,,,,,A.P,JW
121,February,22,2019,18,1.857,8.7,18.4,,,2,,,,,A.P,JW
121,February,23,2019,19,0.428,,,,,,,,,,A.P,JW
121,February,24,2019,20,0.857,8.7,21.7,9.5,,3,,,,,A.P,JW
121,February,25,2019,21,-0.086,9,19.7,,,,,,,,A.P,JW
121,February,26,2019,22,-0.039,9.2,20.8,,,,,,,,A.P,JW
121,February,27,2019,23,-0.059,9.1,16.8,9.97,,2,,,,,A.P,JW
121,February,28,2019,24,0.415,8.8,19.6,,,,,,,,A.P,JW
121,March,1,2019,25,-0.305,9.3,20.6,,,2,,,,,A.P,JW
121,March,2,2019,26,0.391,9.2,20.4,9.04,,0,,,,,A.P,JW
121,March,3,2019,27,-0.207,9.5,22.2,,,0,,,,,A.P,JW
121,March,4,2019,28,0.009,,,,,,,,,,A.P,JW
121,March,5,2019,29,1.363,9.6,17.7,10.2,,0,,,,,A.P,JW
121,March,6,2019,30,-0.459,9.5,16.7,,,1,,,,,A.P,JW
121,March,7,2019,31,0.315,9.1,18.3,18.3,,,,,,,A.P,JW
121,March,8,2019,32,0.691,9.4,18.6,6.38,,1,,,,,A.P,JW
121,March,9,2019,33,-0.605,9.5,21.5,,,,,,,,A.P,JW
121,March,10,2019,34,0.15,10,16.9,,,,,,,,A.P,JW
121,March,11,2019,35,-0.407,,,10,,1,,,,,A.P,JW
121,March,12,2019,36,0.373,10,18.6,,,1,,,,,A.P,JW
121,March,13,2019,37,0.006,9.5,17.3,,,1,,,,,A.P,JW
121,March,14,2019,38,0.188,10.1,20.4,,,1,,,,,A.P,JW
121,March,15,2019,39,0.458,9,16.8,8.56,,1,,,,,A.P,JW
122,February,5,2019,1,15.62,8.8,20.5,3.85,,4,,,,,A.P,JW
122,February,6,2019,2,57.85,8.9,17.3,,,4,,,,,A.P,JW
122,February,7,2019,3,64.43,9.4,18.5,2.24,,4,,,,,A.P,JW
122,February,8,2019,4,57.7,9.3,19,,,4,,,,,A.P,JW
122,February,9,2019,5,408.2,9.8,19.1,7.38,,4,,,,,A.P,JW
122,February,10,2019,6,416,10.1,20,,,4,,,,,A.P,JW
122,February,11,2019,7,,9.4,18.6,6.11,,,,,,,A.P,JW
122,February,12,2019,8,,9.6,60,,,4,,,,,A.P,JW
122,February,13,2019,9,4.638,9.5,19.4,6.78,,4,,,,,A.P,JW
122,February,14,2019,10,16.43,9.5,20.1,,,,,,,,A.P,JW
122,February,15,2019,11,5.923,9.6,20.1,7.56,,4,,,,,A.P,JW
122,February,16,2019,12,3.088,9.4,19.3,,,4,,,,,A.P,JW
122,February,17,2019,13,6.037,9.4,19.3,9.35,,3,,,,,A.P,JW
122,February,18,2019,14,1.487,9.4,20.8,,,4,,,,,A.P,JW
122,February,19,2019,15,7.263,9.2,21.4,,,4,,,,,A.P,JW
122,February,20,2019,16,2.468,9.2,20.5,,,4,,,,,A.P,JW
122,February,21,2019,17,4.718,9.1,20,5.58,,4,,,,,A.P,JW
122,February,22,2019,18,0.393,9.2,18.4,,,4,,,,,A.P,JW
122,February,23,2019,19,1.574,,,,,,,,,,A.P,JW
122,February,24,2019,20,1.226,9.2,21.8,6.82,,4,,,,,A.P,JW
122,February,25,2019,21,-0.449,9.3,19.8,,,,,,,,A.P,JW
122,February,26,2019,22,0.136,9.4,20.8,,,,,,,,A.P,JW
122,February,27,2019,23,1.997,9.4,16.9,7.54,,4,,,,,A.P,JW
122,February,28,2019,24,0.406,9.1,19.6,,,,,,,,A.P,JW
122,March,1,2019,25,1.071,9.6,20.6,,,3,,,,,A.P,JW
122,March,2,2019,26,2.694,9.5,20.6,7.26,,3,,,,,A.P,JW
122,March,3,2019,27,0.645,9.7,22.4,,,3,,,,,A.P,JW
122,March,4,2019,28,-0.282,,,,,,,,,,A.P,JW
122,March,5,2019,29,1.001,9.6,17.7,7.19,,3,,,,,A.P,JW
122,March,6,2019,30,1.781,9.5,16.9,,,2,,,,,A.P,JW
122,March,7,2019,31,1.19,9.2,18.3,8.08,,,,,,,A.P,JW
122,March,8,2019,32,0.733,9.4,18.9,11.49,,3,,,,,A.P,JW
122,March,9,2019,33,-0.296,9.4,22,,,,,,,,A.P,JW
122,March,10,2019,34,2.048,9.8,17.2,,,,,,,,A.P,JW
122,March,11,2019,35,0.125,,,9.33,,3,,,,,A.P,JW
122,March,12,2019,36,2.643,9.7,18.5,,,3,,,,Filter daphnia,A.P,JW
122,March,13,2019,37,0.948,9.3,17.6,,,,,,,,A.P,JW
122,March,14,2019,38,2.571,9.6,20.4,,,3,,,,,A.P,JW
122,March,15,2019,39,1.618,8.9,17.2,10.3,,3,,,,,A.P,JW
123,February,5,2019,1,16.83,8.9,20.6,5.31,,,,,,20 ml algae,A.P,JW
123,February,6,2019,2,47.12,8.9,17.3,,,,,,,,A.P,JW
123,February,7,2019,3,33.86,9.4,18.4,3.65,,,,,,,A.P,JW
123,February,8,2019,4,33.51,9.4,18.9,,,,,,,,A.P,JW
123,February,9,2019,5,408.2,9.8,19,8.59,,,,,JH,,A.P,JW
123,February,10,2019,6,253.5,10,19.9,,,,,,,,A.P,JW
123,February,11,2019,7,,9.4,18.6,10.04,,,,,,,A.P,JW
123,February,12,2019,8,,9.5,16,,,,,,,,A.P,JW
123,February,13,2019,9,6.714,9.4,19.4,10.82,,,,,,,A.P,JW
123,February,14,2019,10,6.034,9.4,20,,,,,,,,A.P,JW
123,February,15,2019,11,3.993,9.5,20,12.03,,,,,,,A.P,JW
123,February,16,2019,12,9.122,9.4,19.2,,,,,,,,A.P,JW
123,February,17,2019,13,6.19,9.5,18.9,17.87,,,,,,,A.P,JW
123,February,18,2019,14,1.574,9.5,20.8,,,,,,,,A.P,JW
123,February,19,2019,15,5.901,9.3,21.3,,,,,,,,A.P,JW
123,February,20,2019,16,8.149,9.3,20.4,,,,,,,,A.P,JW
123,February,21,2019,17,1.326,9.2,19.9,8.9,,,,,,,A.P,JW
123,February,22,2019,18,3.16,9.3,18.3,,,,,,,,A.P,JW
123,February,23,2019,19,-0.044,,,,,,,,,,A.P,JW
123,February,24,2019,20,1.044,9.4,21.6,10.58,,,,,,,A.P,JW
123,February,25,2019,21,-0.385,9.6,13.8,,,,x,12.12,,No before NH4,A.P,JW
123,February,26,2019,22,1.615,9.7,20.8,,,,,,,,A.P,JW
123,February,27,2019,23,34.12,10,16.6,13.88,,,,,,,A.P,JW
123,February,28,2019,24,17.49,9.7,19.6,,,,,,,,A.P,JW
123,March,1,2019,25,19.12,10.8,20.8,,,,,,,,A.P,JW
123,March,2,2019,26,64.3,10.7,20.9,10.66,,,,,,,A.P,JW
123,March,3,2019,27,25.42,10.7,22.5,,,,,,,,A.P,JW
123,March,4,2019,28,1.519,,,,,,,,,,A.P,JW
123,March,5,2019,29,48.87,10.8,18,10.78,,,,,,,A.P,JW
123,March,6,2019,30,8.066,10.9,17.1,,,,,,,,A.P,JW
123,March,7,2019,31,21.02,9.9,18.5,,,,,,,,A.P,JW
123,March,8,2019,32,31.77,10.1,19.2,11.04,,,,,,,A.P,JW
123,March,9,2019,33,2.671,10.1,22.2,,,,,,,,A.P,JW
123,March,10,2019,34,9.088,10.1,17.1,,,,,,,,A.P,JW
123,March,11,2019,35,24.44,,,13.98,,,,,,,A.P,JW
123,March,12,2019,36,33.01,10.5,18.5,,,,,,,,A.P,JW
123,March,13,2019,37,30.92,9.6,17.4,,,,,,,,A.P,JW
123,March,14,2019,38,59.41,10.5,20.9,,,,,,,,A.P,JW
123,March,15,2019,39,68.47,8.9,16.7,16.3,,,,,,,A.P,JW
124,February,5,2019,1,16.34,8.9,20.5,5.48,,4,,,,,A.P,JW
124,February,6,2019,2,88.05,8.8,17.3,,,4,,,,,A.P,JW
124,February,7,2019,3,43.93,9.3,18.4,3.51,,4,,,,,A.P,JW
124,February,8,2019,4,49.56,9.3,18.8,,,4,,,,,A.P,JW
124,February,9,2019,5,467.4,9.8,19,8.86,,4,,,JH,,A.P,JW
124,February,10,2019,6,3157,10,19.8,,,4,,,,,A.P,JW
124,February,11,2019,7,,9.4,18.5,10.34,,,,,,,A.P,JW
124,February,12,2019,8,,9.5,15.9,,,4,,,,,A.P,JW
124,February,13,2019,9,10.45,9.4,19.4,11.12,,4,,,,,A.P,JW
124,February,14,2019,10,4.386,9.3,19.9,,,,,,,,A.P,JW
124,February,15,2019,11,5.271,9.4,19.9,13.08,,4,,,,,A.P,JW
124,February,16,2019,12,8.511,9.2,19.2,,,4,,,,,A.P,JW
124,February,17,2019,13,4.562,9.3,18.7,18.62,,4,,,,,A.P,JW
124,February,18,2019,14,1.396,9.2,20.6,,,,,,,,A.P,JW
124,February,19,2019,15,2.03,9,21.2,,,4,,,,,A.P,JW
124,February,20,2019,16,2.938,9,20.2,,,4,,,,,A.P,JW
124,February,21,2019,17,3.946,8.8,19.8,10.61,,4,,,,,A.P,JW
124,February,22,2019,18,0.596,9,18.3,,,4,,,,,A.P,JW
124,February,23,2019,19,3.528,,,,,,,,,,A.P,JW
124,February,24,2019,20,0.034,8.8,21.3,12.7,,4,,,,,A.P,JW
124,February,25,2019,21,-0.275,9,19.6,16.27,,,x,,,No befoer NH4,A.P,JW
124,February,26,2019,22,0.114,9.1,20.7,,,,,,,,A.P,JW
124,February,27,2019,23,0.029,9.2,16.6,24.52,,3,,,,,A.P,JW
124,February,28,2019,24,1.248,9,19.5,,,,,,,,A.P,JW
124,March,1,2019,25,0.625,9.5,20.6,,,3,,,,,A.P,JW
124,March,2,2019,26,9.25,9.5,20.5,18.97,,3,,,,,A.P,JW
124,March,3,2019,27,1.283,9.6,22.1,,,1,,,,,A.P,JW
124,March,4,2019,28,-0.079,,,,,,,,,,A.P,JW
124,March,5,2019,29,3.831,9.9,18,11.03,,1,,,,,A.P,JW
124,March,6,2019,30,0.146,10.2,16.8,,,1,,,,,A.P,JW
124,March,7,2019,31,3.297,9.7,18.6,,,,,,,,A.P,JW
124,March,8,2019,32,9.224,9.9,19.2,10.38,,1,,,,,A.P,JW
124,March,9,2019,33,3.381,9.83,21.9,,,1,,,,Filter daphnia ,A.P,JW
124,March,10,2019,34,22.61,10,16.8,,,,,,,,A.P,JW
124,March,11,2019,35,4.485,,,14.36,,0,,,,,A.P,JW
