"","alpha","beta","omega","death1","death2","pred_nh40","pred_chl0","gamma","loglik","ttime"
"217",2.92109563930922e-11,3.11883237711967e-11,6.78376892233217e-05,2.21108905976683e-07,6.34132467392946e-09,7.65318541874904,197.03336295051,6.74002477712951e-07,-487.03507537125,39.1999999999989
"218",3.90013692054569e-14,1.9279308315448e-15,1.80533876727849e-06,7.35515907319923e-08,4.86490857993917e-10,0.000160514965916924,196.925826536276,2.26575164985957e-08,-523.383668976912,29.2300000000014
"219",0.00373094797860185,17.2672413698056,95.0998434414835,0.00464471569139494,0.000548166905307034,13.7434135229129,31.1006168489134,0.0967339098466943,-431.879289158582,42.2800000000007
"220",0.00348863268433885,17.7802690411814,288.08040148557,0.0195969431254099,0.000432239087290376,13.696917777604,28.4632507842363,0.0952569197428282,-432.184003578867,44.2199999999993
"221",0.00467156497300227,16.7113240150155,33.447389336644,0.00332352061842586,0.000675634784525852,13.9313067067811,29.2176259200123,0.0945648896872815,-431.775886625544,30.25
"222",0.00880582340183226,15.730685035083,6.25053355195068,0.00746734541373419,0.000862704443973836,13.6578471366278,39.0791500882454,0.0919889867650003,-431.082852047604,69.0400000000009
"223",0.00343085626133368,18.0045256718378,380.822701842073,0.00839504274345338,0.000534986962650824,13.6355747457199,29.8529822151252,0.0912822437240716,-432.031951528269,41.9600000000009
"224",0.00877732805805693,15.9065061630185,6.18637631954552,0.00769778736908824,0.000862718113403049,13.5053656569126,38.8278344798943,0.0911755578687008,-431.096943617944,73.2800000000007
"225",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000671414557417211,9.4306842396787e-10,2.22044604925031e-16,1.0768161504251e-11,2.22044604925031e-16,-563.985317151573,20.5499999999993
"226",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00188723302731807,9.24191849801494e-05,2.22044604925031e-16,2.03202605309508e-11,2.22044604925031e-16,-563.985317151571,20.4300000000003
"227",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00476727964116249,0.221313234209738,2.22044604925031e-16,1.47455155816205e-10,2.22044604925031e-16,-563.985317151544,20.4600000000009
"228",2.22044604925031e-16,2.22044604925031e-16,0.000682287034495604,8.899517812921e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,-563.985317151575,20.1599999999999
"229",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00127005516777938,2.47487482204703e-08,2.22044604925031e-16,2.60898174168789e-15,2.22044604925031e-16,-563.985317151575,20.0600000000013
"230",2.22044604925031e-16,2.22044604925031e-16,0.0637696179149035,0.00202303317652632,1.4102415568554e-15,2.22044604925031e-16,8.47514783798863e-15,2.22044604925031e-16,-563.985317151575,20.1399999999994
"231",0.00366660931860748,16.886540864191,121.252438813271,0.00825430409276564,0.000503790072909841,13.5645816092956,32.6237618917991,0.102318654609798,-432.016862041966,30.3600000000006
"232",2.22044604925031e-16,2.22044604925031e-16,2.74869157888589e-16,4.81309878811988e-05,2.22044604925031e-16,2.22044604925031e-16,2.06598921079022e-12,2.22044604925031e-16,-563.985317151575,20.3900000000012
"233",2.22044604925031e-16,2.22044604925031e-16,1.23281698634469e-06,0.00362132234274598,2.12632103962239e-15,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,-563.985317151575,20.1299999999992
"234",0.00630090136498357,41.4418878391802,33.9573486232696,0.0270222984396165,0.00106476196502614,4.9120850570811,32.7569230957499,0.0336210100457268,-474.440552520375,28.5400000000009
"235",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00156885005788668,8.44317114598363e-07,2.22044604925031e-16,2.21034192079827e-05,2.22044604925031e-16,-563.985312436202,20.5200000000004
"236",2.22044604925031e-16,2.22044604925031e-16,3.54269432559752e-05,0.000219446677000809,3.03311467327919e-14,2.22044604925031e-16,5.53520845751292e-11,2.22044604925031e-16,-563.985317151563,20.4400000000005
"237",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00291805392148565,5.90241387211623e-05,2.22044604925031e-16,4.80462637820715e-07,2.22044604925031e-16,-563.985317049959,20.3999999999996
"238",2.22044604925031e-16,2.22044604925031e-16,3.36381551044095e-06,0.00327794108061607,9.21382366634001e-10,2.22044604925031e-16,6.74032135742594e-16,2.22044604925031e-16,-563.985317151575,20.1500000000015
"239",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.0014023734389365,0.00998647994274927,2.22044604925031e-16,4.67848011916612e-12,2.22044604925031e-16,-563.985317151574,20.4099999999999
"240",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00137962368586666,1.49957992256784e-07,2.22044604925031e-16,8.04950723126933e-13,2.22044604925031e-16,-563.985317151575,20.4400000000005
"241",2.22044604925031e-16,2.22044604925031e-16,0.691650677209283,0.00282522440431374,2.22044604925031e-16,2.22044604925031e-16,1.23980984511438e-12,2.22044604925031e-16,-563.985317151575,20.6100000000006
"242",0.00310431814926584,18.5085112792947,42.565532314804,0.00113724499761946,0.000446094000867896,13.0916605347766,42.5469633662585,0.0983130868228322,-432.599808731788,36.0499999999993
"243",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00249709546545194,8.05386075195499e-06,2.22044604925031e-16,1.57061033859334e-12,2.22044604925031e-16,-563.985317151575,20.4200000000001
"244",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000320180311562748,5.80080293286744e-15,2.22044604925031e-16,4.36090108237005e-15,2.22044604925031e-16,-563.985317151575,20.130000000001
"245",1.58429664145513e-11,2.35634760096376e-11,0.000180588623857001,1.27451728358286e-09,1.45989595206404e-10,7.65527461518,196.967229798021,5.66119285951107e-07,-487.034626322734,33.0200000000004
"246",0.00100662904688168,29.4952555113669,414.364073226258,0.000212835172563691,1.1814749329002e-06,11.9956494373434,59.768359495972,2.20583853101692e-05,-444.795246665194,41.2799999999988
"247",0.0036288837657908,17.8557434165499,117.74143537939,0.00434594717216461,0.000564419785776154,13.6599580384746,30.1953613891806,0.0914711708286557,-431.913474879967,57.4099999999999
"248",0.00442912042087411,16.9104705165887,34.2651990280602,0.00515631265908622,0.000620522425207,13.8151460845561,31.7870496156011,0.094066092882801,-431.708409133913,47.3099999999995
