Date,Rep,Day,Exp_Rep,Time_Chl1,Chl1,Temp1,pH1,Time_Nh41,Nh41,,,
Feb_6_2018,30,2,3,8:56,-0.245,20.1,8.4,9:12,0.56,,,
Feb_6_2018,35,2,3,8:58,99.69,20.2,8.4,9:17,2.92,,,
Feb_6_2018,2,2,3,8:59,95.71,20.1,8.3,9:27,13.95,,,
Feb_6_2018,9,2,3,9:05,88.2,20.2,8.4,9:30,7.1,,,
Feb_6_2018,31,2,3,9:27,-0.116,20.2,8.4,9:35,1.63,,,
Feb_6_2018,38,2,3,9:28,-0.261,20.2,8.4,9:45,5.06,,,
Feb_6_2018,3,2,3,9:29,95.05,20.2,8.3,9:55,11.9,,,
Feb_6_2018,10,2,3,9:31,91.82,20.3,8.3,10:04,5.61,,,
Feb_6_2018,18,2,3,9:32,101.8,20.4,8.4,10:09,1.31,,,
Feb_6_2018,39,2,3,10:05,-0.1,20.3,8.4,10:20,5.45,,,
Feb_6_2018,7,2,3,10:06,-0.205,20.4,8.3,10:30,22.14,,,
Feb_6_2018,11,2,3,10:07,103.9,20.5,8.4,10:34,6.87,,,
Feb_6_2018,19,2,3,10:10,98.52,20.4,8.4,10:40,1.6,,,
Feb_6_2018,27,2,3,10:11,91.03,20.3,8.4,10:45,0.54,,,
Feb_6_2018,8,2,3,10:46,0.006,20.2,8.3,10:57,25.52,,,
Feb_6_2018,16,2,3,10:47,-0.141,20.4,8.4,11:03,11.61,,,
Feb_6_2018,20,2,3,10:49,99.27,20.6,8.4,11:09,1.63,,,
Feb_6_2018,38,2,3,10:51,103.3,20.6,8.4,11:13,0.53,,,
Feb_6_2018,36,2,3,10:52,110.6,20.7,8.4,11:17,2.67,,,
Feb_6_2018,12,2,3,11:18,54.93,20.5,8.3,11:23,5.28,,,
Feb_6_2018,24,2,3,11:20,0.531,20,8.4,11:26,1.93,,,
Feb_6_2018,32,2,3,11:21,-0.184,20.2,8.4,11:28,0.47,,,
Feb_6_2018,37,2,3,11:22,89.47,20.1,8.4,11:38,2.95,,,
Feb_6_2018,4,2,3,11:23,119.2,20.1,8.4,11:48,13.54,,,
Feb_6_2018,21,2,3,11:46,99.51,20,8.4,11:49,1.82,,,
Feb_6_2018,29,2,3,11:47,111.9,20.1,8.5,11:51,0.58,,,
Feb_6_2018,40,2,3,11:49,0.79,20,8.4,11:56,4.57,,,
Feb_6_2018,5,2,3,11:51,108.6,20.4,8.3,12:00,12.82,,,
Feb_6_2018,13,2,3,11:55,121.9,20.2,8.4,12:04,0.54,,,
