"","alpha","beta","omega","death2","pred_nh40","pred_chl0","gamma","loglik","ttime"
"154","0.00387439255948429","44.6387967036339","236.50307964481","0.00130412179957998","13","43","0.0829744477601101","-1374.07502987348","29.8899999999994"
"155","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"156","0.00361377183623418","34.7281273100907","6268.31812479147","0.000761610523276411","5.57880461351971","33.1557718302113","0.0440768597737325","-296.598950573963","58.3600000000006"
"157","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"158","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"159","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000000509"
"160","1.12006893313615e-09","0.000206420345709485","3.02523348588571e-08","0.324650587563461","2.22044604925031e-16","53.6654771090899","0.0210880700886328","-484.890875776383","37.1900000000005"
"161","NA","NA","NA","NA","NA","NA","NA","NA","0.210000000000946"
"162","NA","NA","NA","NA","NA","NA","NA","NA","0.199999999998909"
"163","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"164","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"165","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000000509"
"166","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000000509"
"167","NA","NA","NA","NA","NA","NA","NA","NA","0.220000000001164"
"168","NA","NA","NA","NA","NA","NA","NA","NA","0.210000000000946"
"169","NA","NA","NA","NA","NA","NA","NA","NA","0.299999999999272"
"170","0.00357781137814909","29.971696419362","357.199878094839","0.000975140412206917","13","43","0.241866651170266","-1427.31045421882","25.9899999999998"
"171","0.933443694665073","266910.901374984","2.53502888689222e-06","0.00266257941729535","0.000532662920399112","34.2735654865601","2.27989235907851e-10","-408.501816211917","129.320000000002"
"172","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"173","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"174","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000000509"
"175","3.47271345897692","2.14572703503096e-05","1.21833884488299e+24","656197.215357064","2.22044604925031e-16","3.92687891352925e-07","2.22044604925031e-16","-497.838983042182","22.5499999999993"
"176","NA","NA","NA","NA","NA","NA","NA","NA","0.210000000000946"
"177","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"178","1.97568522444699","4000280.46263795","3.92715720279422e-06","0.140704674694556","1.80653393551642e-05","0.0121984200293444","6.94415931019003e-05","-440.429850583158","75.2899999999991"
"179","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"180","7.25309105491653e-15","1.2253067614787e-13","7.63874162206322e-05","702517863.509342","2.22044604925031e-16","2.76599432045784e-09","2.22044604925031e-16","-497.83898308943","21.2999999999993"
"181","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"182","2.22044604925031e-16","2.22044604925031e-16","2.22044604925031e-16","10.4275085563457","2.22044604925031e-16","8.23502958500097e-12","2.22044604925031e-16","-497.838983089521","21.1399999999994"
"183","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"184","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"185","0.00301631003897404","53.4861657177215","252.105749889356","0.00105126016314685","13","43","0.400375729385763","-1434.26644889886","29.75"
"186","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"187","NA","NA","NA","NA","NA","NA","NA","NA","0.210000000002765"
"188","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"189","NA","NA","NA","NA","NA","NA","NA","NA","0.19999999999709"
"190","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"191","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"192","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"193","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"194","0.00363205486598755","34.7768270891","732.546619112492","0.000769475060549651","5.57813629777395","33.2138668165792","0.0437979892725068","-296.607694926967","54.119999999999"
"195","1.15754640342622e-09","9.94980122164398e-08","26.6354673158447","2.54859519472209","3.31279863278716","0.515111558071433","2.60968312769538e-06","-441.741629762642","85.2999999999993"
"196","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"197","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"198","0.00364337493225005","34.7740084534561","469.114556399761","0.000769265556687549","5.57787178275563","33.148990929168","0.0438404204715825","-296.616132714511","54.5400000000009"
"199","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"200","NA","NA","NA","NA","NA","NA","NA","NA","0.31000000000131"
"201","NA","NA","NA","NA","NA","NA","NA","NA","0.319999999999709"
"202","NA","NA","NA","NA","NA","NA","NA","NA","0.280000000002474"
"203","NA","NA","NA","NA","NA","NA","NA","NA","0.260000000002037"
"204","NA","NA","NA","NA","NA","NA","NA","NA","0.340000000000146"
"205","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"206","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"207","4.1598557651868e-13","2.73510078845247e-13","36.649221899979","1.91786140132776e-09","9.85572365378459e-08","151.438832781272","7.25557512191985e-07","-454.158906500176","43.9200000000019"
"208","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"209","0.00361044969704976","34.6134735106183","3594.23667801094","0.000755007232790154","5.57874562571219","33.3093374883259","0.0444014389632421","-296.598883105684","56.5900000000001"
"210","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"211","1.2934584969185e-11","1.99125608451898e-09","0.000894818128531277","0.0648870249042535","3.30812900229656","81.9556984450462","7.05706296016055e-05","-440.922238076474","31.880000000001"
"212","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"213","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"214","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"215","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"216","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"217","NA","NA","NA","NA","NA","NA","NA","NA","0.169999999998254"
"218","NA","NA","NA","NA","NA","NA","NA","NA","0.220000000001164"
"219","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"220","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"221","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"222","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"223","5.93853585889065e-11","2.35693987852486e-09","0.000509349451157551","630217.363834999","2.22044604925031e-16","2.6698093883011e-08","1.36439893062326e-15","-497.838983082543","21.2000000000007"
"224","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"225","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"226","NA","NA","NA","NA","NA","NA","NA","NA","0.209999999999127"
"227","0.00539407012422729","49.9822606855422","148.732876182587","0.000948333454698635","13","43","0.177795699253989","-1475.71131377128","37.6100000000006"
"228","2.22044604925031e-16","2.22044604925031e-16","2.22044604925031e-16","0.00643753329597301","2.22044604925031e-16","3.30098175941952e-10","2.22044604925031e-16","-497.838983089428","20.8099999999977"
"229","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"230","0.000931154421939146","63.681506328841","2840.55124694336","1.15925354024344e-06","4.72590804962233","54.9000025549358","0.00402527230061354","-338.883268568667","52.119999999999"
"231","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"232","NA","NA","NA","NA","NA","NA","NA","NA","0.200000000000728"
"233","2.59444159782887e-10","1.44991898386244e-07","8.35019231262693e-05","0.0119148332675094","2.22044604925031e-16","1.89896643565695e-05","3.80618188505024e-09","-497.838977601689","21.3600000000006"
"234","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
"235","NA","NA","NA","NA","NA","NA","NA","NA","0.180000000000291"
"236","NA","NA","NA","NA","NA","NA","NA","NA","0.18999999999869"
"237","0.00327642237075995","18.1925226189966","65.9485537221665","1.13874442490765e-09","5.6683157509514","61.3661144873154","25865.369312426","-302.268127145981","145.43"
"238","1.08556708454195e-11","1.94871044727369e-10","0.00127763124528456","401404224.025968","2.22044604925031e-16","2.54388848283522e-08","2.22044604925031e-16","-497.838983089179","21.4199999999983"
"239","0.00446982648398111","54.6735071294008","166.015143182487","0.00120847577494181","13","43","0.349043746839277","-1428.19571400221","51.4099999999999"
"240","0.00082878362358721","0.384817033918217","36508.1061524956","2.84175151681632e-08","5.15180548469142","150.547939086346","0.000235784129932379","-365.584176114919","41.2900000000009"
"241","NA","NA","NA","NA","NA","NA","NA","NA","0.190000000002328"
