"","a","k","l","death1","g","loglik","rep","treatment"
"1",15.5477628707886,2374.91607666016,0.650734243392944,0.0602969646453857,0.0193875598907471,-170.13164258428,1,0.5
"2",15.8130025863647,3943.97735595703,0.275530195236206,0.0899102687835693,0.0249881839752197,-165.596655848567,1,3
"3",20.9050350189209,4249.80163574219,0.0488323783874512,0.0744843482971191,0.0229818916320801,-158.443694045287,1,9
"4",26.774561882019,5958.10699462891,0.370990056991577,0.0706069469451904,0.0234435749053955,-161.683869908419,1,27
"5",16.8931674957275,7422.86682128906,0.348505420684814,0.0684962272644043,0.0269510459899902,-157.917186021739,1,54
"6",6.32956123352051,6663.16223144531,0.70791971206665,0.0699393272399902,0.0539533805847168,-178.699472385628,1,108
