"","alpha","beta","omega","pred_nh40","pred_chl0","gamma","loglik","ttime"
"96",0.00367389229086854,17.6414745296677,120.949754333863,13.6943466582949,30.0266863709386,0.0923183995930662,-431.941214525898,52.3600000000001
"97",0.00652405832966121,14.5990742509478,9.610959886105,13.7384614198961,42.8898508048334,0.116350292597482,-431.378304331841,34.6100000000001
"98",0.008421548428492,13.4876448620632,12.9935625269726,13,40,0.191148732853471,-666.32120666566,18.0599999999999
"99",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.83341297054079e-10,0.00409652776078363,2.22044604925031e-16,-563.984445644185,14.7800000000002
"100",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000632834119200503,2.22044604925031e-16,-563.985182520207,14.6500000000001
"101",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.22861998782304e-13,202.900169746719,2.22044604925031e-16,-542.074608481621,59.6199999999999
"102",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.41065899714976e-09,2.22044604925031e-16,-563.985317151275,14.6799999999998
"103",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.34521388889984e-07,2.22044604925031e-16,-563.985317122957,14.75
"104",0.00716576135540099,14.3365192879584,7.63823655738649,13.709038678772,46.1419176321525,0.118649181989264,-431.328331133339,50.73
"105",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.66862786005099e-11,0.0029507095549336,2.22044604925031e-16,-563.984689410453,14.79
"106",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.60558220538175e-11,0.000752965260709655,2.22044604925031e-16,-563.985156962991,14.6400000000003
"107",0.00714006146055932,14.3164028478425,7.76461396400478,13.7229602671159,45.8628060203434,0.118914094139661,-431.328776478249,38.7800000000002
"108",1.90744081920813e-09,2.22044604925031e-16,0.659455574089963,3.41007982492044e-14,0.00103178389613603,2.22044604925031e-16,-563.985097646425,14.9200000000001
"109",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.91369382260442e-16,4.85756376713636e-09,2.22044604925031e-16,-563.985317150542,14.6700000000001
"110",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.67238919882224e-11,203.670203020757,2.22044604925031e-16,-542.07490939989,47.9699999999998
"111",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.62164356138104e-13,5.89240340680976e-06,2.22044604925031e-16,-563.985315898001,14.7199999999998
"112",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.80215888402747e-08,2.22044604925031e-16,-563.985317147741,14.7000000000003
"113",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.11930878792785e-11,0.00920198004789141,2.22044604925031e-16,-563.983359528881,14.7200000000003
"114",0.00427090118680149,31.235091587912,23.8535137738714,13,40,0.0629646928783041,-790.74661698956,18
"115",2.22044604925031e-16,2.22044604925031e-16,4.36988746347915e-06,2.22044604925031e-16,2.08532545432555e-09,2.22044604925031e-16,-563.985317151132,14.7199999999998
"116",0.00788780308716381,14.4770083562807,5.78509813558498,13.7390975333809,51.0365855061192,0.11470134329416,-431.56312396893,41.2599999999998
"117",0.00396503059614459,17.244024004754,52.5662193101363,13.712449730602,31.7013242677333,0.0953677447464237,-431.764410428579,32.9199999999996
"118",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.13213828737417e-12,2.22044604925031e-16,-563.985317151574,14.7400000000002
"119",0.00592050671887594,15.403506961273,10.91222220754,13.6466188481246,42.2934949332332,0.10868947454866,-431.368565165001,55.0100000000002
"120",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.49203352901462e-08,2.22044604925031e-16,-563.985317148401,14.6999999999998
"121",7.96191417136971e-08,2.22044604925031e-16,896.839558960767,2.47683469698708e-15,6.62023452117297e-05,5.16967026105962e-08,-563.985303067435,14.7200000000003
"122",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.00159803744783e-09,2.22044604925031e-16,-563.985317150298,14.6900000000001
"123",2.22044604925031e-16,2.22044604925031e-16,1.19468304640359,2.22044604925031e-16,3.61404018727899e-11,2.22044604925031e-16,-563.985317151568,14.7199999999998
"124",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.20377636713497e-05,2.22044604925031e-16,-563.9853082083,14.75
"125",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.83445907988361e-11,0.00229847081748161,2.22044604925031e-16,-563.984828168469,14.6399999999999
"126",0.00405641163516169,18.0027089008826,23.0952051659021,13,40,0.168833988182247,-683.942463737746,18.1800000000003
"127",0.00335875583487703,20.250952674761,193.939736424461,13.3905261224198,24.1945338716134,0.0771694251557319,-432.32663993685,37.5900000000001
"128",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.26377583057793e-11,0.00366866085789426,2.22044604925031e-16,-563.984536672851,14.75
"129",0.00709109045579969,14.3654978454334,7.80125260394746,13.7044509833439,45.9601108352714,0.118431957237858,-431.329121524859,58.3699999999999
"130",0.0071801828991833,14.3293496991286,7.62175310822078,13.7237222835543,46.0729568574273,0.118562876851365,-431.328780785945,34.7800000000002
"131",0.00679086099579584,13.7016359256582,8.90284653014619,14.1994906147425,48.2095107811435,0.122839373473597,-431.634052945772,29.5
"132",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.03982331242417e-05,2.22044604925031e-16,-563.985300047349,14.71
"133",0.00286854447798478,22.1377398685553,39.17559798777,13.0718759166603,40.7384542355062,0.0675655010905757,-433.851941949087,32.77
"134",2.22044604925031e-16,2.22044604925031e-16,9.36027986967962e-16,2.22044604925031e-16,5.89702699877946e-13,2.22044604925031e-16,-563.985317151575,14.7799999999997
"135",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.85288609179702e-15,3.59713898651449e-06,2.22044604925031e-16,-563.985316386306,14.6700000000001
"136",0.00641423246815801,16.9998260843121,12.1373652293576,13,40,0.160123314356781,-694.961099700846,18.0300000000002
"137",0.0070741636377911,14.3650150470849,7.88488369579867,13.6741431735602,45.7280808291275,0.118778681979269,-431.332138397688,55.6900000000001
"138",0.00527518469449061,16.1375771598753,12.8427209838416,13.7445196391036,43.4843274371078,0.101485108247973,-431.699427302579,37.3600000000001
"139",0.00554465156188065,15.5586087152512,13.1092645965576,13.6948301784613,40.8281804011638,0.107422019590764,-431.398771387808,48.27
"140",6.51762484689725e-05,2.22044604925031e-16,3.12942852473375,2.61599955207571e-06,204.607262108412,2.22044604925031e-16,-542.076002033349,22.3600000000001
"141",0.00713810850215417,14.2983520276793,7.77379673029686,13.6925783493547,45.7153641363459,0.11944532704574,-431.332973856443,51.1300000000001
"142",0.00498446008879288,15.8837949870169,19.4112309750637,13.805465553755,37.3089931554377,0.104753970216797,-431.505830709404,50.2399999999998
"143",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.62482706331765e-07,217.22222862708,2.22044604925031e-16,-542.167746615546,25.75
"144",2.22044604925031e-16,2.22044604925031e-16,0.000162496787917014,2.22044604925031e-16,6.2948949114962e-09,2.22044604925031e-16,-563.985317150236,14.6599999999999
"145",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.19120545516128e-13,3.13549588575174e-06,2.22044604925031e-16,-563.985316484517,14.75
"146",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.42421147530393e-11,2.22044604925031e-16,-563.98531715157,14.7400000000002
"147",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.53883627081314e-12,0.00526636401406479,2.22044604925031e-16,-563.984196778776,14.7399999999998
"148",1.20312144840938e-09,2.22044604925031e-16,31.1221128903904,2.22044604925031e-16,1.11277397225056e-08,2.22044604925031e-16,-563.985317149208,14.73
"149",2.22044604925031e-16,2.22044604925031e-16,1.63840926875959e-15,2.22044604925031e-16,6.40493524292988e-12,2.22044604925031e-16,-563.985317151574,14.7000000000003
"150",0.0073513948479599,14.2267684223333,7.31309785845212,13.7171236185458,46.3276278995882,0.119788774193858,-431.328771348989,45.6000000000004
"151",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.82993274363893e-06,2.22044604925031e-16,-563.985316762268,14.6500000000005
"152",0.00430789343272025,26.2222658240988,26.2765568433101,13,40,0.0730551595678553,-613.564856301217,18.0599999999995
"153",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.34011479313409e-06,2.22044604925031e-16,-563.985316015499,14.75
"154",0.00527699962282617,15.7778665547878,15.1115112764091,13.7130827565316,39.0320338530146,0.105998937214766,-431.432349385654,22.1800000000003
"155",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.76405795716198e-11,4.6156575099462e-05,2.22044604925031e-16,-563.985307331851,14.6699999999992
"156",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.97893338004533e-14,2.24566299038825e-05,2.22044604925031e-16,-563.985312374065,14.75
"157",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.36036494224243e-07,2.22044604925031e-16,-563.98531710136,14.7299999999996
"158",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.3487883573789e-07,2.22044604925031e-16,-563.985317122881,14.6999999999998
"159",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.20139781449878e-07,2.22044604925031e-16,-563.985316977096,14.7200000000003
"160",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.25578373641418e-07,2.22044604925031e-16,-563.985317039762,14.6999999999998
"161",2.22044604925031e-16,2.22044604925031e-16,2.93488818469047e-13,2.22044604925031e-16,4.14630008768018e-12,2.22044604925031e-16,-563.985317151574,14.7400000000007
"162",2.22044604925031e-16,2.22044604925031e-16,0.000446137639942291,2.22044604925031e-16,8.05504086425884e-09,2.22044604925031e-16,-563.985317149862,14.8000000000002
"163",0.00502360476119009,15.8506506534896,18.2836521860323,13.7007189631834,38.1274624329832,0.105772795368252,-431.486969988295,35.7799999999997
"164",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.20581917401264e-10,0.00104407409259752,2.22044604925031e-16,-563.985095030087,14.6400000000003
"165",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.39577890993444e-11,2.22044604925031e-16,-563.985317151568,14.75
"166",0.00603039736174668,15.0301754523081,22.0815016994684,13,40,0.188626345027704,-765.688189028194,18.0299999999997
"167",0.00599268912689782,15.1503367564616,11.1720435730832,13.7150475771442,42.105922972697,0.110853331048529,-431.368341862307,44.5099999999993
"168",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,9.00760721359477e-15,6.06559116972612e-06,2.22044604925031e-16,-563.985315861158,14.7300000000005
"169",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.98286033884571e-12,2.0615439783248e-05,2.22044604925031e-16,-563.985312765741,14.7200000000003
"170",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.26432751336312e-08,2.22044604925031e-16,-563.985317144631,14.7399999999998
"171",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00182090645006735,2.22044604925031e-16,-563.984929766574,14.79
"172",2.22044604925031e-16,2.22044604925031e-16,1.29607294741078e-10,2.22044604925031e-16,2.381865904903e-10,2.22044604925031e-16,-563.985317151525,14.6399999999994
"173",2.22044604925031e-16,2.22044604925031e-16,0.381024198948393,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,-563.985317151575,14.4499999999998
"174",0.00610351737555973,15.0827337600758,10.5545532468293,13.6373880267554,42.9259688533025,0.111914116176814,-431.363394886097,33.4699999999993
"175",0.00520226922581816,16.3822560796104,10.707830481872,14.0552295920962,52.6220999677405,0.091732313230643,-433.082111498343,35.0799999999999
"176",0.00374979112331257,17.982705694234,58.8146231652991,13.482843236416,31.970880570219,0.0910155499742343,-431.814078257529,31.9000000000005
"177",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.31690153753627e-15,4.94296409246409e-07,2.22044604925031e-16,-563.985317046417,14.75
"178",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.34413371844757e-06,2.22044604925031e-16,-563.985316865619,14.6800000000003
