"","param","quant","value","treat","rep","param2"
"418","p[4]","X50.",0.678283696193349,"4","2.RDS","death1"
"419","p[4]","X75.",0.903064356376852,"4","2.RDS","death1"
"420","p[4]","X97.5.",1.52264169935828,"4","2.RDS","death1"
"421","p[5]","X2.5.",1.80117121083802,"4","2.RDS","f"
"422","p[5]","X25.",2.80500328266067,"4","2.RDS","f"
"423","p[5]","X50.",3.41671668161457,"4","2.RDS","f"
"424","p[5]","X75.",4.13309672818111,"4","2.RDS","f"
"425","p[5]","X97.5.",5.74239826489153,"4","2.RDS","f"
"426","p[1]","X2.5.",0.13279592446538,"4","3.RDS","a"
"427","p[1]","X25.",0.17695884568186,"4","3.RDS","a"
"428","p[1]","X50.",0.209486861353493,"4","3.RDS","a"
"429","p[1]","X75.",0.249465690243176,"4","3.RDS","a"
"430","p[1]","X97.5.",0.353055389631915,"4","3.RDS","a"
"431","p[2]","X2.5.",0.371363433873202,"4","3.RDS","k"
"432","p[2]","X25.",0.616734964565934,"4","3.RDS","k"
"433","p[2]","X50.",0.792105750319741,"4","3.RDS","k"
"434","p[2]","X75.",1.03820455449296,"4","3.RDS","k"
"435","p[2]","X97.5.",1.6986451136368,"4","3.RDS","k"
"436","p[3]","X2.5.",0.0809709939723473,"4","3.RDS","l"
"437","p[3]","X25.",0.0927101692139957,"4","3.RDS","l"
"438","p[3]","X50.",0.101266844545016,"4","3.RDS","l"
"439","p[3]","X75.",0.111141834281174,"4","3.RDS","l"
"440","p[3]","X97.5.",0.133666430342116,"4","3.RDS","l"
"441","p[4]","X2.5.",0.649698442258532,"4","3.RDS","death1"
"442","p[4]","X25.",1.15899352396195,"4","3.RDS","death1"
"443","p[4]","X50.",1.49260014066539,"4","3.RDS","death1"
"444","p[4]","X75.",1.92979824028348,"4","3.RDS","death1"
"445","p[4]","X97.5.",3.10287244584357,"4","3.RDS","death1"
"446","p[5]","X2.5.",7.92819259430804,"4","3.RDS","f"
"447","p[5]","X25.",9.48584103634224,"4","3.RDS","f"
"448","p[5]","X50.",10.31244141284,"4","3.RDS","f"
"449","p[5]","X75.",11.2126136534647,"4","3.RDS","f"
"450","p[5]","X97.5.",12.8028749861437,"4","3.RDS","f"
"451","p[1]","X2.5.",0.10320948891277,"4","4.RDS","a"
"452","p[1]","X25.",0.146279445640924,"4","4.RDS","a"
"453","p[1]","X50.",0.177726065410686,"4","4.RDS","a"
"454","p[1]","X75.",0.218097225133233,"4","4.RDS","a"
"455","p[1]","X97.5.",0.315237151313083,"4","4.RDS","a"
"456","p[2]","X2.5.",0.490515720632353,"4","4.RDS","k"
"457","p[2]","X25.",0.833004755173305,"4","4.RDS","k"
"458","p[2]","X50.",1.08142575669728,"4","4.RDS","k"
"459","p[2]","X75.",1.43233344965142,"4","4.RDS","k"
"460","p[2]","X97.5.",2.45773342361492,"4","4.RDS","k"
"461","p[3]","X2.5.",0.0473114579793792,"4","4.RDS","l"
"462","p[3]","X25.",0.0587970783287317,"4","4.RDS","l"
"463","p[3]","X50.",0.0660612637235566,"4","4.RDS","l"
"464","p[3]","X75.",0.0736062958433821,"4","4.RDS","l"
"465","p[3]","X97.5.",0.0914828785097266,"4","4.RDS","l"
"466","p[4]","X2.5.",0.935204858953961,"4","4.RDS","death1"
"467","p[4]","X25.",1.55494371948392,"4","4.RDS","death1"
"468","p[4]","X50.",2.03385961166603,"4","4.RDS","death1"
"469","p[4]","X75.",2.60329258517059,"4","4.RDS","death1"
"470","p[4]","X97.5.",4.13986284236134,"4","4.RDS","death1"
"471","p[5]","X2.5.",10.8369517515236,"4","4.RDS","f"
"472","p[5]","X25.",13.3906910280724,"4","4.RDS","f"
"473","p[5]","X50.",14.9126060555712,"4","4.RDS","f"
"474","p[5]","X75.",16.7457084475639,"4","4.RDS","f"
"475","p[5]","X97.5.",20.7970703083563,"4","4.RDS","f"
"476","p[1]","X2.5.",0.196380976377008,"5","1.RDS","a"
"477","p[1]","X25.",0.281607029619743,"5","1.RDS","a"
"478","p[1]","X50.",0.341741622856439,"5","1.RDS","a"
"479","p[1]","X75.",0.414609260053156,"5","1.RDS","a"
"480","p[1]","X97.5.",0.602842419440134,"5","1.RDS","a"
"481","p[2]","X2.5.",0.656125905535222,"5","1.RDS","k"
"482","p[2]","X25.",1.0800222104541,"5","1.RDS","k"
"483","p[2]","X50.",1.40397379587634,"5","1.RDS","k"
"484","p[2]","X75.",1.85303050844797,"5","1.RDS","k"
"485","p[2]","X97.5.",3.11197300681868,"5","1.RDS","k"
"486","p[3]","X2.5.",0.116966279524408,"5","1.RDS","l"
"487","p[3]","X25.",0.148940747674385,"5","1.RDS","l"
"488","p[3]","X50.",0.167600831357201,"5","1.RDS","l"
"489","p[3]","X75.",0.18867194883252,"5","1.RDS","l"
"490","p[3]","X97.5.",0.237656507455721,"5","1.RDS","l"
"491","p[4]","X2.5.",0.815351756895137,"5","1.RDS","death1"
"492","p[4]","X25.",1.29131250220255,"5","1.RDS","death1"
"493","p[4]","X50.",1.65967768815265,"5","1.RDS","death1"
"494","p[4]","X75.",2.14713677736918,"5","1.RDS","death1"
"495","p[4]","X97.5.",3.35347524918566,"5","1.RDS","death1"
"496","p[5]","X2.5.",4.70856781531473,"5","1.RDS","f"
"497","p[5]","X25.",5.78916753042966,"5","1.RDS","f"
"498","p[5]","X50.",6.46020612392621,"5","1.RDS","f"
"499","p[5]","X75.",7.23334820229323,"5","1.RDS","f"
"500","p[5]","X97.5.",9.05205307997184,"5","1.RDS","f"
"501","p[1]","X2.5.",0.318593077574522,"5","2.RDS","a"
"502","p[1]","X25.",0.453570682495926,"5","2.RDS","a"
"503","p[1]","X50.",0.545381285010372,"5","2.RDS","a"
"504","p[1]","X75.",0.660446093256,"5","2.RDS","a"
"505","p[1]","X97.5.",0.953761065004331,"5","2.RDS","a"
"506","p[2]","X2.5.",0.912725325651665,"5","2.RDS","k"
"507","p[2]","X25.",1.46313781828393,"5","2.RDS","k"
"508","p[2]","X50.",1.88454245117088,"5","2.RDS","k"
"509","p[2]","X75.",2.40549729528082,"5","2.RDS","k"
"510","p[2]","X97.5.",3.91659880483136,"5","2.RDS","k"
"511","p[3]","X2.5.",0.185858424195648,"5","2.RDS","l"
"512","p[3]","X25.",0.237691111586431,"5","2.RDS","l"
"513","p[3]","X50.",0.275765599741825,"5","2.RDS","l"
"514","p[3]","X75.",0.326833561736807,"5","2.RDS","l"
"515","p[3]","X97.5.",0.474311247952582,"5","2.RDS","l"
"516","p[4]","X2.5.",0.758754044466585,"5","2.RDS","death1"
"517","p[4]","X25.",1.27057890077371,"5","2.RDS","death1"
"518","p[4]","X50.",1.64608030098108,"5","2.RDS","death1"
"519","p[4]","X75.",2.09086713257475,"5","2.RDS","death1"
"520","p[4]","X97.5.",3.27616400295948,"5","2.RDS","death1"
"521","p[5]","X2.5.",2.47196715356607,"5","2.RDS","f"
"522","p[5]","X25.",3.43169529412335,"5","2.RDS","f"
"523","p[5]","X50.",4.00463238838006,"5","2.RDS","f"
"524","p[5]","X75.",4.60124493976448,"5","2.RDS","f"
"525","p[5]","X97.5.",5.78157841280218,"5","2.RDS","f"
"526","p[1]","X2.5.",0.294558378520247,"5","3.RDS","a"
"527","p[1]","X25.",0.423339553688288,"5","3.RDS","a"
"528","p[1]","X50.",0.515419024299539,"5","3.RDS","a"
"529","p[1]","X75.",0.625774385103119,"5","3.RDS","a"
"530","p[1]","X97.5.",0.951086676417925,"5","3.RDS","a"
"531","p[2]","X2.5.",0.551892846824547,"5","3.RDS","k"
"532","p[2]","X25.",0.972329684582205,"5","3.RDS","k"
"533","p[2]","X50.",1.31721890311194,"5","3.RDS","k"
"534","p[2]","X75.",1.7655273779506,"5","3.RDS","k"
"535","p[2]","X97.5.",3.03184708566619,"5","3.RDS","k"
"536","p[3]","X2.5.",0.23298540855243,"5","3.RDS","l"
"537","p[3]","X25.",0.311503094837874,"5","3.RDS","l"
"538","p[3]","X50.",0.365163655577621,"5","3.RDS","l"
"539","p[3]","X75.",0.434894478005246,"5","3.RDS","l"
"540","p[3]","X97.5.",0.635042543894466,"5","3.RDS","l"
"541","p[4]","X2.5.",0.48358109575536,"5","3.RDS","death1"
"542","p[4]","X25.",0.86635241527501,"5","3.RDS","death1"
"543","p[4]","X50.",1.13545443723242,"5","3.RDS","death1"
"544","p[4]","X75.",1.50134197779272,"5","3.RDS","death1"
"545","p[4]","X97.5.",2.50408447341306,"5","3.RDS","death1"
"546","p[5]","X2.5.",1.93171348577024,"5","3.RDS","f"
"547","p[5]","X25.",2.6846823874579,"5","3.RDS","f"
"548","p[5]","X50.",3.12991861262277,"5","3.RDS","f"
"549","p[5]","X75.",3.6195200600709,"5","3.RDS","f"
"550","p[5]","X97.5.",4.74866615532311,"5","3.RDS","f"
"551","p[1]","X2.5.",0.344920850848593,"5","4.RDS","a"
"552","p[1]","X25.",0.495555117608581,"5","4.RDS","a"
"553","p[1]","X50.",0.60544709454232,"5","4.RDS","a"
"554","p[1]","X75.",0.749557813763792,"5","4.RDS","a"
"555","p[1]","X97.5.",1.10157019382614,"5","4.RDS","a"
"556","p[2]","X2.5.",0.49528149709138,"5","4.RDS","k"
"557","p[2]","X25.",0.830776889883499,"5","4.RDS","k"
"558","p[2]","X50.",1.10478005504828,"5","4.RDS","k"
"559","p[2]","X75.",1.45923748049598,"5","4.RDS","k"
"560","p[2]","X97.5.",2.46470335772614,"5","4.RDS","k"
"561","p[3]","X2.5.",0.318101874430053,"5","4.RDS","l"
"562","p[3]","X25.",0.459750223978394,"5","4.RDS","l"
"563","p[3]","X50.",0.557776142782932,"5","4.RDS","l"
"564","p[3]","X75.",0.687925602794678,"5","4.RDS","l"
"565","p[3]","X97.5.",1.13415706437859,"5","4.RDS","l"
"566","p[4]","X2.5.",0.40710758812156,"5","4.RDS","death1"
"567","p[4]","X25.",0.695073328015851,"5","4.RDS","death1"
"568","p[4]","X50.",0.923695327626467,"5","4.RDS","death1"
"569","p[4]","X75.",1.2161665944272,"5","4.RDS","death1"
"570","p[4]","X97.5.",2.00279241017217,"5","4.RDS","death1"
"571","p[5]","X2.5.",1.19737615945007,"5","4.RDS","f"
"572","p[5]","X25.",1.82411021748883,"5","4.RDS","f"
"573","p[5]","X50.",2.18493372501457,"5","4.RDS","f"
"574","p[5]","X75.",2.59575895275616,"5","4.RDS","f"
"575","p[5]","X97.5.",3.60260784720345,"5","4.RDS","f"
"576","p[1]","X2.5.",0.448086614660442,"5","5.RDS","a"
"577","p[1]","X25.",0.61979525433301,"5","5.RDS","a"
"578","p[1]","X50.",0.750665673344406,"5","5.RDS","a"
"579","p[1]","X75.",0.91177525299141,"5","5.RDS","a"
"580","p[1]","X97.5.",1.29738168745249,"5","5.RDS","a"
"581","p[2]","X2.5.",0.602207895108951,"5","5.RDS","k"
"582","p[2]","X25.",1.02066549074551,"5","5.RDS","k"
"583","p[2]","X50.",1.37710538791233,"5","5.RDS","k"
"584","p[2]","X75.",1.83209009274386,"5","5.RDS","k"
"585","p[2]","X97.5.",3.22895960489852,"5","5.RDS","k"
"586","p[3]","X2.5.",0.390778872410508,"5","5.RDS","l"
"587","p[3]","X25.",0.527400502050352,"5","5.RDS","l"
"588","p[3]","X50.",0.63327771421844,"5","5.RDS","l"
"589","p[3]","X75.",0.784123537183931,"5","5.RDS","l"
"590","p[3]","X97.5.",1.19948114394983,"5","5.RDS","l"
"591","p[4]","X2.5.",0.436127743905501,"5","5.RDS","death1"
"592","p[4]","X25.",0.767634362574049,"5","5.RDS","death1"
"593","p[4]","X50.",1.0092960314529,"5","5.RDS","death1"
"594","p[4]","X75.",1.32322902065026,"5","5.RDS","death1"
"595","p[4]","X97.5.",2.19978654065029,"5","5.RDS","death1"
"596","p[5]","X2.5.",1.10078197489566,"5","5.RDS","f"
"597","p[5]","X25.",1.57761709090504,"5","5.RDS","f"
"598","p[5]","X50.",1.88746141939084,"5","5.RDS","f"
"599","p[5]","X75.",2.21637556137815,"5","5.RDS","f"
"600","p[5]","X97.5.",2.8968473755746,"5","5.RDS","f"
"601","p[1]","X2.5.",0.0768283557760952,"6","1.RDS","a"
"602","p[1]","X25.",0.115263197790924,"6","1.RDS","a"
"603","p[1]","X50.",0.152756055205121,"6","1.RDS","a"
"604","p[1]","X75.",1.42866463399199,"6","1.RDS","a"
"605","p[1]","X97.5.",1.42866463399199,"6","1.RDS","a"
"606","p[2]","X2.5.",0.402702398509796,"6","1.RDS","k"
"607","p[2]","X25.",0.747482146074058,"6","1.RDS","k"
"608","p[2]","X50.",1.10111893758083,"6","1.RDS","k"
"609","p[2]","X75.",1.83508077755208,"6","1.RDS","k"
"610","p[2]","X97.5.",1.83508077755208,"6","1.RDS","k"
"611","p[3]","X2.5.",0.0386154157420258,"6","1.RDS","l"
"612","p[3]","X25.",0.0475217177687877,"6","1.RDS","l"
"613","p[3]","X50.",0.0548822518835534,"6","1.RDS","l"
"614","p[3]","X75.",1.18201662302866,"6","1.RDS","l"
"615","p[3]","X97.5.",1.18201662302866,"6","1.RDS","l"
"616","p[4]","X2.5.",1.0230873813113,"6","1.RDS","death1"
"617","p[4]","X25.",1.75545361943595,"6","1.RDS","death1"
"618","p[4]","X50.",2.48290222035886,"6","1.RDS","death1"
"619","p[4]","X75.",3.27308668292789,"6","1.RDS","death1"
"620","p[4]","X97.5.",3.66094755243251,"6","1.RDS","death1"
"621","p[5]","X2.5.",4.34844141763944,"6","1.RDS","f"
"622","p[5]","X25.",4.34844141763944,"6","1.RDS","f"
"623","p[5]","X50.",18.0123190055578,"6","1.RDS","f"
"624","p[5]","X75.",20.7749109018897,"6","1.RDS","f"
"625","p[5]","X97.5.",25.4487719199178,"6","1.RDS","f"
"626","p[1]","X2.5.",0.0734096338031079,"6","2.RDS","a"
"627","p[1]","X25.",0.104324781968386,"6","2.RDS","a"
"628","p[1]","X50.",0.125832589799521,"6","2.RDS","a"
"629","p[1]","X75.",0.15267870138859,"6","2.RDS","a"
"630","p[1]","X97.5.",0.225767899444941,"6","2.RDS","a"
"631","p[2]","X2.5.",0.390865954066041,"6","2.RDS","k"
"632","p[2]","X25.",0.642951851471457,"6","2.RDS","k"
"633","p[2]","X50.",0.838400512815087,"6","2.RDS","k"
"634","p[2]","X75.",1.09985708315879,"6","2.RDS","k"
"635","p[2]","X97.5.",1.91787683232981,"6","2.RDS","k"
"636","p[3]","X2.5.",0.0378224184019717,"6","2.RDS","l"
"637","p[3]","X25.",0.0453976267616122,"6","2.RDS","l"
"638","p[3]","X50.",0.0499516742645924,"6","2.RDS","l"
"639","p[3]","X75.",0.0554283538834729,"6","2.RDS","l"
"640","p[3]","X97.5.",0.0688471563418209,"6","2.RDS","l"
"641","p[4]","X2.5.",0.895891904459961,"6","2.RDS","death1"
"642","p[4]","X25.",1.51154724056533,"6","2.RDS","death1"
"643","p[4]","X50.",1.96308107497492,"6","2.RDS","death1"
"644","p[4]","X75.",2.5127015985901,"6","2.RDS","death1"
"645","p[4]","X97.5.",3.92970593720788,"6","2.RDS","death1"
"646","p[5]","X2.5.",14.4713212600019,"6","2.RDS","f"
"647","p[5]","X25.",17.8621580693496,"6","2.RDS","f"
"648","p[5]","X50.",19.7447837244886,"6","2.RDS","f"
"649","p[5]","X75.",21.7483995178457,"6","2.RDS","f"
"650","p[5]","X97.5.",25.9742078602616,"6","2.RDS","f"
"651","p[1]","X2.5.",0.0725314490743162,"6","3.RDS","a"
"652","p[1]","X25.",0.103395658520768,"6","3.RDS","a"
"653","p[1]","X50.",0.126133981952004,"6","3.RDS","a"
"654","p[1]","X75.",0.152933926880461,"6","3.RDS","a"
"655","p[1]","X97.5.",0.23449438053111,"6","3.RDS","a"
"656","p[2]","X2.5.",0.394463448312595,"6","3.RDS","k"
"657","p[2]","X25.",0.64722595372143,"6","3.RDS","k"
"658","p[2]","X50.",0.837339248859633,"6","3.RDS","k"
"659","p[2]","X75.",1.10117170006034,"6","3.RDS","k"
"660","p[2]","X97.5.",1.93967271609039,"6","3.RDS","k"
"661","p[3]","X2.5.",0.0378562576896393,"6","3.RDS","l"
"662","p[3]","X25.",0.0450434522136463,"6","3.RDS","l"
"663","p[3]","X50.",0.0497906250294394,"6","3.RDS","l"
"664","p[3]","X75.",0.0556605171105617,"6","3.RDS","l"
"665","p[3]","X97.5.",0.0708599239940508,"6","3.RDS","l"
"666","p[4]","X2.5.",0.919222409864215,"6","3.RDS","death1"
"667","p[4]","X25.",1.51879572265336,"6","3.RDS","death1"
"668","p[4]","X50.",1.95603293657377,"6","3.RDS","death1"
"669","p[4]","X75.",2.49051076470748,"6","3.RDS","death1"
"670","p[4]","X97.5.",3.92294159938416,"6","3.RDS","death1"
"671","p[5]","X2.5.",14.0600521325394,"6","3.RDS","f"
"672","p[5]","X25.",17.8098954226767,"6","3.RDS","f"
"673","p[5]","X50.",19.8067213877993,"6","3.RDS","f"
"674","p[5]","X75.",21.8410206738049,"6","3.RDS","f"
"675","p[5]","X97.5.",25.8916965819013,"6","3.RDS","f"
"676","p[1]","X2.5.",0.0723848890249206,"6","4.RDS","a"
"677","p[1]","X25.",0.103719998886802,"6","4.RDS","a"
"678","p[1]","X50.",0.125429929439208,"6","4.RDS","a"
"679","p[1]","X75.",0.153208994222669,"6","4.RDS","a"
"680","p[1]","X97.5.",0.224518853933137,"6","4.RDS","a"
"681","p[2]","X2.5.",0.393240649642045,"6","4.RDS","k"
"682","p[2]","X25.",0.634938938720743,"6","4.RDS","k"
"683","p[2]","X50.",0.824326338505336,"6","4.RDS","k"
"684","p[2]","X75.",1.09649522577168,"6","4.RDS","k"
"685","p[2]","X97.5.",1.94903544820508,"6","4.RDS","k"
"686","p[3]","X2.5.",0.0372311201224112,"6","4.RDS","l"
"687","p[3]","X25.",0.045040193269773,"6","4.RDS","l"
"688","p[3]","X50.",0.0495510982981361,"6","4.RDS","l"
"689","p[3]","X75.",0.0550608063915142,"6","4.RDS","l"
"690","p[3]","X97.5.",0.0692489869218589,"6","4.RDS","l"
"691","p[4]","X2.5.",0.935316730021359,"6","4.RDS","death1"
"692","p[4]","X25.",1.53762634407139,"6","4.RDS","death1"
"693","p[4]","X50.",1.94284760301681,"6","4.RDS","death1"
"694","p[4]","X75.",2.50764960787437,"6","4.RDS","death1"
"695","p[4]","X97.5.",3.85412518451917,"6","4.RDS","death1"
"696","p[5]","X2.5.",14.3630570834057,"6","4.RDS","f"
"697","p[5]","X25.",17.9579574443334,"6","4.RDS","f"
"698","p[5]","X50.",19.910129701984,"6","4.RDS","f"
"699","p[5]","X75.",21.8702441733086,"6","4.RDS","f"
"700","p[5]","X97.5.",26.3045535326468,"6","4.RDS","f"
"701","p[1]","X2.5.",0.0739961022180719,"6","5.RDS","a"
"702","p[1]","X25.",0.103538987192997,"6","5.RDS","a"
"703","p[1]","X50.",0.125466767652009,"6","5.RDS","a"
"704","p[1]","X75.",0.15211843522193,"6","5.RDS","a"
"705","p[1]","X97.5.",0.233665419072819,"6","5.RDS","a"
"706","p[2]","X2.5.",0.391886977226174,"6","5.RDS","k"
"707","p[2]","X25.",0.635135123311335,"6","5.RDS","k"
"708","p[2]","X50.",0.839167681385774,"6","5.RDS","k"
"709","p[2]","X75.",1.10335596952919,"6","5.RDS","k"
"710","p[2]","X97.5.",1.89745979584618,"6","5.RDS","k"
"711","p[3]","X2.5.",0.0380790062118685,"6","5.RDS","l"
"712","p[3]","X25.",0.0449806439931349,"6","5.RDS","l"
"713","p[3]","X50.",0.0496602786243723,"6","5.RDS","l"
"714","p[3]","X75.",0.0551488179299498,"6","5.RDS","l"
"715","p[3]","X97.5.",0.0689484030523129,"6","5.RDS","l"
"716","p[4]","X2.5.",0.926026470464326,"6","5.RDS","death1"
"717","p[4]","X25.",1.51446045971168,"6","5.RDS","death1"
"718","p[4]","X50.",1.94022922105269,"6","5.RDS","death1"
"719","p[4]","X75.",2.50300063649673,"6","5.RDS","death1"
"720","p[4]","X97.5.",4.01622235278807,"6","5.RDS","death1"
"721","p[5]","X2.5.",14.4447826949751,"6","5.RDS","f"
"722","p[5]","X25.",17.9423273671894,"6","5.RDS","f"
"723","p[5]","X50.",19.8962976139428,"6","5.RDS","f"
"724","p[5]","X75.",21.8849182399064,"6","5.RDS","f"
"725","p[5]","X97.5.",25.8348702412399,"6","5.RDS","f"
