"","alpha","beta","pred_nh40","pred_chl0","gamma","loglik","ttime"
"65",0.00798826286368693,13.2672843619439,13,40,0.190349552317872,-603.854913441719,14.98
"66",2.22044604925031e-16,2.22044604925031e-16,1.30132633400113e-12,6.46917552793373e-06,2.22044604925031e-16,-563.985315775291,11.6699999999998
"67",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.71967766271452e-11,2.22044604925031e-16,-563.985317151569,11.79
"68",1.59619446468994e-08,2.22044604925031e-16,2.22044604925031e-16,5.42037134740136e-06,2.22044604925031e-16,-563.985315998425,11.6900000000001
"69",0.00559104275628146,15.4862408988309,13.691607754118,40.8286788994837,0.108344916008276,-431.394409014792,35.6199999999999
"70",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.39904877950942e-06,2.22044604925031e-16,-563.985316853936,11.6600000000001
"71",0.00559092141735354,15.4824281199505,13.7089267780206,40.7810186484972,0.10820790394852,-431.394580019752,43.5600000000002
"72",0.00425484132597844,26.1895753456512,13,40,0.0910750956789125,-668.162060490911,14.9200000000001
"73",0.00561091524787055,15.4531617124527,13.684688777248,40.7981020474071,0.108600921396042,-431.395436216084,33.9400000000001
"74",2.22044604925031e-16,2.22044604925031e-16,4.652910980603e-06,203.13170179402,2.22044604925031e-16,-542.074616645803,34.99
"75",0.00469471267957877,18.4852936937672,13.3332379537006,41.621547725453,0.08382349185101,-432.163552954365,31.96
"76",0.00534356992144808,15.7881600814578,13.9481450234958,42.4574924872086,0.103798665289913,-431.628717145214,37.53
"77",1.28993410726687e-12,2.22044604925031e-16,2.22044604925031e-16,5.70371229722207e-10,2.22044604925031e-16,-563.985317151454,11.8099999999999
"78",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.11789476246243e-07,2.22044604925031e-16,-563.985317127793,11.6699999999998
"79",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.08348976136926e-06,2.22044604925031e-16,-563.985316495582,11.8099999999999
"80",6.9707249435819e-10,2.22044604925031e-16,2.22044604925031e-16,1.09605395557157e-05,2.22044604925031e-16,-563.985314819788,11.79
"81",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.16651645701781e-05,2.22044604925031e-16,-563.985312542445,11.78
"82",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.36537836419844e-10,2.22044604925031e-16,-563.985317151461,11.6599999999999
"83",0.005595431521237,15.4408856392372,13.7114636244102,41.098047583902,0.108454505678958,-431.398024773952,23.9300000000001
"84",2.22044604925031e-16,2.22044604925031e-16,5.14368465154299e-15,3.02143511711163e-09,2.22044604925031e-16,-563.985317150932,11.8
"85",0.00562864717467897,15.5248928472394,13.7421668856889,40.0266650411096,0.107723859252042,-431.395170974682,23.1499999999999
"86",0.00556316391443443,15.5673837144088,13.6725733443872,40.8212230784725,0.107619054185769,-431.395154849242,51.5799999999999
"87",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.94242161754956e-11,2.22044604925031e-16,-563.985317151571,11.78
"88",0.00527039127645229,15.430306123314,14.1113520967739,50.6977399915163,0.100473419850016,-432.655204959461,27.2199999999998
"89",2.22044604925031e-16,2.22044604925031e-16,1.50942491504173e-10,0.00134437084685052,2.22044604925031e-16,-563.985031145048,11.6400000000003
"90",0.00810050054809697,12.3588229202776,13,39.9999999999999,0.149138631388661,-437.565564118525,14.6699999999996
"91",0.0055881994322423,13.2324382384673,13.999996594708,56.2680912852208,0.127583721456331,-433.526711181933,39.7199999999998
"92",0.00560536768627104,15.5103868089674,13.7181838400679,40.3456300111585,0.108138342548134,-431.391571271969,27.8799999999997
"93",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.36670583119877e-05,2.22044604925031e-16,-563.985314243993,11.8099999999999
"94",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,9.86156292071092e-09,2.22044604925031e-16,-563.985317149477,11.6500000000001
"95",0.00562992704032385,15.4842153217312,13.6868648511767,40.5083632312885,0.108254055828357,-431.395552808166,36.8899999999999
"96",0.00460077183976149,19.9050266758949,13,40,0.138250581373228,-626.176983716194,14.9700000000003
"97",2.22044604925031e-16,2.22044604925031e-16,6.45245768584731e-11,0.00159886807806583,2.22044604925031e-16,-563.984977003155,11.6499999999996
"98",2.22044604925031e-16,2.22044604925031e-16,1.71104940941046e-08,0.00107221738735745,2.22044604925031e-16,-563.985088954425,11.8099999999999
"99",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.57268626866267e-10,2.22044604925031e-16,-563.985317151499,11.6700000000001
"100",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,9.60508410831797e-06,2.22044604925031e-16,-563.985315108153,11.8599999999997
"101",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.01639240969086e-06,2.22044604925031e-16,-563.985316084369,11.7199999999998
"102",0.00370147034446369,21.3530144671049,12.5595477971442,49.580933154483,0.0697127204847247,-433.740778346899,30.6599999999999
"103",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.79657111830717e-09,2.22044604925031e-16,-563.985317151193,11.6900000000001
"104",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000636000194978183,2.22044604925031e-16,-563.985181846645,11.8299999999999
"105",0.00158612378986752,0.0547361433234598,13.0088687431229,219.510684284863,0.00378593203823718,-490.662083973821,21.0300000000002
"106",2.22044604925031e-16,2.22044604925031e-16,9.5513444904923e-15,0.0003074275720494,2.22044604925031e-16,-563.985251748296,11.6500000000001
"107",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.92052870059107e-07,2.22044604925031e-16,-563.985317110717,11.8099999999999
"108",0.00528044948146309,16.0866262880148,13.6020021948679,42.2174855008758,0.1031223346176,-431.484680724734,29.4400000000001
"109",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.46299158374417e-12,2.22044604925031e-16,-563.985317151575,11.6799999999998
"110",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.27540182035184e-05,2.22044604925031e-16,-563.985314438236,11.7799999999997
"111",0.00560313224192761,15.4444608800901,13.7081291951969,40.910771913515,0.108376183926014,-431.397664014119,22.7200000000003
"112",2.22044604925031e-16,2.22044604925031e-16,6.26986783944065e-14,1.24801739097653e-05,2.22044604925031e-16,-563.985314496495,11.6599999999999
"113",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.10482952681689e-06,2.22044604925031e-16,-563.98531691653,11.7999999999997
"114",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.35306189357201e-10,2.22044604925031e-16,-563.985317151483,11.8400000000001
"115",0.00471366777114668,16.6646573809064,13.7577219358908,55.0296994331998,0.0926400268216296,-433.913104000334,25.7599999999998
"116",6.26318089774251e-10,2.22044604925031e-16,2.22044604925031e-16,2.5888591876115e-06,2.22044604925031e-16,-563.985316600811,11.8099999999999
"117",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000569035416652953,2.22044604925031e-16,-563.98519609295,11.7800000000002
"118",0.00564029233380311,15.4773460136117,13.7373706066849,40.0491914267826,0.107806864298044,-431.40845487668,23.1699999999996
"119",2.22044604925031e-16,2.22044604925031e-16,2.26566016118263e-15,5.83524381960096e-05,2.22044604925031e-16,-563.985304737454,11.6600000000003
"120",4.38709724457677e-14,2.22044604925031e-16,2.22044604925031e-16,1.04132498662478e-10,2.22044604925031e-16,-563.985317151553,11.7800000000002
"121",0.00620606302849851,12.9696277054216,15.3092194163507,54.6437586980867,0.119167051013458,-435.198495952664,25.0500000000002
"122",0.00562025483565353,15.4520224584185,13.7087475919816,40.754887367107,0.108274525694464,-431.397227116434,33.1100000000001
"123",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.26385897873595e-11,2.22044604925031e-16,-563.98531715157,11.7999999999997
"124",0.00623196254904597,14.1539841018733,14.0144709417539,38.6755645698868,0.121844555344101,-431.638494194302,24.4699999999998
"125",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.99571371195726e-10,2.22044604925031e-16,-563.985317151533,11.79
"126",2.22044604925031e-16,2.22044604925031e-16,5.17264552708462e-12,3.92265676934232e-06,2.22044604925031e-16,-563.985316317027,11.6500000000001
"127",0.0057175187822258,15.2746078313582,13.7628915440536,39.8357764098847,0.1099713560264,-431.414723508303,46.5899999999997
"128",0.00540850829326932,16.0352865742928,13.4780808225917,40.0923793474613,0.10464869488755,-431.441180011795,36.4400000000001
"129",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.78024083919274e-09,2.22044604925031e-16,-563.985317150558,11.6600000000003
"130",0.00574740679150966,15.1877097025469,13.7355840677709,40.0256540871678,0.111495796877024,-431.402445719636,35.3399999999997
"131",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.21053136621951e-08,2.22044604925031e-16,-563.985317136235,11.6500000000001
"132",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.50396289775106e-09,2.22044604925031e-16,-563.985317151255,11.8099999999999
"133",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.38354401424498e-11,2.22044604925031e-16,-563.985317151572,11.8299999999999
"134",0.00562296253906111,15.3916077444791,13.7510143722913,40.5794597920082,0.109009015097991,-431.396172916687,37.8800000000001
"135",0.00557683916844868,15.5957557337746,13.6565547351533,40.731820274923,0.107080050670879,-431.400103622744,35.52
"136",1.20552644085578e-06,2.22044604925031e-16,1.65760990344759e-07,202.854616485841,2.22044604925031e-16,-542.074607047481,22.5999999999999
"137",0.00543008993563661,14.8072256506715,14.0998986563195,47.1034825951106,0.111943438383604,-432.002397430311,24.1399999999999
"138",2.22044604925031e-16,2.22044604925031e-16,1.78101922621875e-14,0.000330153807266869,2.22044604925031e-16,-563.985246913437,11.6399999999999
"139",0.00579978291527879,14.8059950101341,13.7110775457809,41.5253555194327,0.115643584262159,-431.469682277317,19.1700000000001
"140",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.44475466837653e-08,2.22044604925031e-16,-563.985317142119,11.7800000000002
"141",0.00567579882609989,15.3344432053778,13.6804313760891,40.8562293245229,0.109230612868346,-431.418012695779,31.1999999999998
"142",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.68766711375027e-12,9.56455555931086e-15,-563.985317151573,11.7999999999997
"143",2.22044604925031e-16,2.22044604925031e-16,1.22373593112581e-15,2.58331759153935e-05,2.22044604925031e-16,-563.985311655726,11.6700000000001
"144",2.22044604925031e-16,2.22044604925031e-16,1.03413438953539e-10,3.69060889032644e-05,2.22044604925031e-16,-563.985309299488,11.7800000000002
"145",0.00554454750066667,15.8502468345411,13.2145772051546,39.3270105672906,0.108079510963334,-431.676951733784,18.9099999999999
"146",2.22044604925031e-16,2.22044604925031e-16,6.69870130717651e-12,4.14570292886413e-05,2.22044604925031e-16,-563.985308331813,11.6799999999998
"147",4.22778751460567e-08,2.22044604925031e-16,2.22044604925031e-16,9.80976261565318e-07,2.22044604925031e-16,-563.985316942879,11.8000000000002
"148",0.00559824697870265,15.464636825045,13.7130102052813,40.9152555896688,0.108284645115108,-431.395801508849,34.4400000000001
"149",0.00559276142531945,15.496103728,13.6905346926521,40.8104157517495,0.108212184244051,-431.394382557648,30.0699999999997
"150",2.22044604925031e-16,2.22044604925031e-16,2.74747051002767e-14,2.93746067270502e-05,2.22044604925031e-16,-563.985310902309,11.6599999999999
"151",0.0056229692415849,15.3793744783423,13.714695191401,40.8984366642031,0.109009643515748,-431.399647109047,35.0800000000004
"152",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.62359733814351e-14,2.22044604925031e-16,-563.985317151575,11.6599999999999
"153",2.22044604925031e-16,2.22044604925031e-16,4.40329093361785e-09,0.000605900802923328,2.22044604925031e-16,-563.985188226909,11.7800000000002
"154",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.15412577643277e-11,2.22044604925031e-16,-563.985317151573,11.6900000000001
"155",2.22044604925031e-16,2.22044604925031e-16,2.09783902613962e-09,0.000958816844692981,2.22044604925031e-16,-563.985113158602,11.79
"156",2.22044604925031e-16,2.22044604925031e-16,2.98048101895209e-09,0.0052718435478807,2.22044604925031e-16,-563.984195597419,11.6500000000001
"157",0.000182302634609776,1.80584123532997e-13,0.000281577206448796,202.880951333546,4.02350514185961e-11,-542.073246533916,16.2799999999997
"158",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.8754860420646e-06,2.22044604925031e-16,-563.985315688858,11.8200000000002
"159",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.95534953113622e-07,2.22044604925031e-16,-563.98531698233,11.6699999999996
"160",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,-563.985317151575,11.5300000000002
"161",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.63017185915e-09,2.22044604925031e-16,-563.985317151228,11.6300000000001
"162",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000159970552702963,2.22044604925031e-16,-563.985283118836,11.7800000000002
"163",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.97118686512906e-12,2.22044604925031e-16,-563.985317151575,11.6900000000001
"164",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.90564708057416e-09,2.22044604925031e-16,-563.985317150744,11.77
"165",0.00400710032076384,19.8620350268462,12.8414432756033,50.108753253652,0.0769822285086055,-433.303938857766,25.3099999999999
"166",2.22044604925031e-16,2.22044604925031e-16,1.58454849418817e-15,0.000128109555216575,2.22044604925031e-16,-563.985289897063,11.6599999999999
"167",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.75957435336387e-07,2.22044604925031e-16,-563.985317114141,11.7800000000002
"168",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.8781536495805e-09,2.22044604925031e-16,-563.985317151176,11.6600000000003
"169",0.0056053116125517,15.4310682382281,13.7135308977396,40.9356424733074,0.108458815216546,-431.398364108308,18.21
"170",2.22044604925031e-16,2.22044604925031e-16,6.69088211734444e-13,3.43642476910695e-05,2.22044604925031e-16,-563.98530984079,11.8200000000002
"171",2.22044604925031e-16,2.22044604925031e-16,1.80094200743248e-11,0.00157536904879157,2.22044604925031e-16,-563.984982002637,11.79
"172",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.09984969579088e-09,2.22044604925031e-16,-563.985317151341,11.8199999999997
"173",0.00611763137684583,14.0512244827359,13.9073745749642,41.3562052271377,0.12342217520134,-431.615118846782,22.3799999999997
"174",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.01161571662505e-06,2.22044604925031e-16,-563.985316510873,11.6700000000001
"175",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.47594559797798e-11,2.22044604925031e-16,-563.985317151559,11.8200000000002
"176",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.69399235924934e-07,2.22044604925031e-16,-563.985317072988,11.6599999999999
"177",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,9.22522223917076e-12,2.22044604925031e-16,-563.985317151573,11.8000000000002
"178",0.000217982160261686,4.37565452283156e-12,0.000960523402061551,203.054931914336,2.63713728527613e-10,-542.070054043052,17.9200000000001
"179",0.00566414943273368,15.2894333675892,13.7363414919809,40.7741879287713,0.109758968110843,-431.403953613453,28.7600000000002
"180",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.61502580389573e-07,2.22044604925031e-16,-563.985317053393,11.8600000000001
"181",2.22044604925031e-16,2.22044604925031e-16,4.84030039124771e-16,1.08925853698425e-05,2.22044604925031e-16,-563.985314834245,11.6700000000001
"182",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.23468361267954e-10,2.22044604925031e-16,-563.985317151485,11.8099999999999
"183",0.122778453963977,2.30558524709352e-08,3.27841356063249e-11,0.000838248848539552,0.000287037321769614,-563.985138810425,11.6599999999999
"184",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.01714324629312e-10,2.22044604925031e-16,-563.985317151469,11.8000000000002
"185",2.22044604925031e-16,2.22044604925031e-16,6.80363244826291e-10,0.000723153935056975,2.22044604925031e-16,-563.985163301701,11.6700000000001
"186",0.00560009581857225,15.4540678099314,13.7135764361099,40.8923740382755,0.108459186388196,-431.395215279974,29.1699999999996
"187",2.21304300822353e-09,2.22044604925031e-16,2.22044604925031e-16,1.13249056393377e-06,2.22044604925031e-16,-563.985316910645,11.9500000000003
"188",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.33558273720065e-07,2.22044604925031e-16,-563.985317123162,11.6699999999996
"189",0.00808601663852099,2.22044604925031e-16,2.22044604925031e-16,0.00111511753825539,2.22044604925031e-16,-563.985079917794,11.8099999999999
"190",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.70539617953873e-10,2.22044604925031e-16,-563.98531715139,11.8099999999999
"191",0.0055395993312502,15.6770839004083,13.6590023970039,40.4107298133572,0.10668823663142,-431.39557347231,58.04
"192",0.00318157968587565,23.2661330473911,11.7738179666563,59.2374685225501,0.06468670305919,-436.380309787924,26.9200000000001
"193",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.03866065598218e-08,2.22044604925031e-16,-563.985317149366,11.77
"194",0.00559982477067381,15.4557046532094,13.7025785858628,40.8820354071781,0.108439666946744,-431.395566886153,33.1900000000001
"195",0.00581679614876319,14.6944190482365,14.1176816663132,43.9941715773087,0.111744106675524,-431.712107286613,33.73
"196",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000405025677356854,2.22044604925031e-16,-563.985230984934,11.6500000000001
"197",0.00550200489342213,15.2017530293064,13,40,0.193329738565837,-600.180993832265,14.7999999999997
"198",0.00561609878152813,15.4292060317411,13.7436276856446,40.6695929571653,0.108484170005253,-431.395814991788,42.8700000000003
"199",0.00440358527337574,16.6510786240423,13.9408927132596,56.2152227799363,0.0914304791685778,-433.940924429216,20.9400000000001
"200",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.41037470432366e-11,2.22044604925031e-16,-563.985317151572,11.6599999999999
"201",0.00560867670703256,15.4205081921553,13.718769017956,40.8678454058835,0.108853017008601,-431.39502888515,19.8599999999997
"202",2.22044604925031e-16,2.22044604925031e-16,5.78731697480068e-14,7.59188639698336e-05,2.22044604925031e-16,-563.985301000306,11.8000000000002
"203",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.63789703842364e-08,2.22044604925031e-16,-563.985317143836,11.6800000000003
"204",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.41482951178258e-11,2.22044604925031e-16,-563.985317151566,11.7799999999997
"205",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.05157511400595e-09,2.22044604925031e-16,-563.985317151352,11.6599999999999
"206",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.82510099007715e-11,2.22044604925031e-16,-563.985317151565,11.79
